,hosts,number of nodes,switches
0,"[0, 386]",1,[]
1,"[1, 258]",1,[]
2,"[2, 324, 838, 903, 904, 655, 19, 244]",8,[]
3,"[3, 260, 486, 359, 535, 503, 686, 534, 567, 824, 186, 257, 6, 137, 810, 118, 87, 664, 829, 705, 546, 395, 878, 568, 564, 726, 183, 504, 227, 748, 589, 339]",32,[]
4,"[4, 65, 355, 422, 460, 140, 269]",7,[]
5,"[2, 324]",1,[]
6,"[5, 708, 869, 678, 455]",5,[]
7,"[7, 675]",1,[]
8,[],0,[]
9,"[8, 357]",1,[]
10,"[9, 129, 904, 906, 398, 463, 724, 820, 793, 687, 414]",11,[]
11,"[10, 64, 603, 813, 175, 210, 1012, 279, 475, 380, 192, 805, 616, 918, 1008, 982, 668, 158, 240, 548, 998, 617, 496, 821, 889, 858, 763, 353, 964, 910, 528, 818]",32,[]
12,"[11, 898, 136, 618, 108, 247, 632, 154, 95, 351, 736]",11,[]
13,"[12, 643, 296, 521, 15, 403, 233, 442, 831, 868, 554, 907, 141, 720, 785, 21, 633, 836, 166, 808, 42, 367, 304, 20]",24,[]
14,"[13, 770]",2,[]
15,"[14, 288, 833, 680, 201, 658, 185, 59, 444, 515, 165, 462, 208, 786, 90, 671]",16,[]
16,"[16, 870, 684, 944, 881, 375, 1018, 412]",8,[]
17,"[17, 419, 839, 234, 1015, 588, 406, 842]",8,[]
18,"[18, 514, 454, 520, 41, 105, 253, 734]",8,[]
19,"[16, 870, 684, 944, 881, 375, 1018, 412, 506, 193, 930, 97, 845, 303, 884, 730]",16,[]
20,"[19, 164, 169, 970, 44, 754, 814, 690, 245, 777, 673, 483, 284, 844, 47, 601]",16,[]
21,"[16, 870, 684, 944, 881, 375, 1018, 412, 506, 193, 930, 97, 845, 303, 884, 730]",16,[]
22,"[16, 870]",1,[]
23,"[13, 770]",2,[]
24,"[12, 643, 296, 521]",4,[]
25,"[13, 770, 390, 490, 173, 500, 917, 791, 212, 666, 85]",11,[]
26,"[14, 288]",2,[]
27,"[14, 288]",1,[]
28,"[15, 417]",2,[]
29,"[17, 419]",1,[]
30,"[14, 288, 833, 680, 201, 658, 185, 59, 444, 515, 165, 462, 208, 786, 90, 671, 652, 494, 499, 115, 52, 730, 374, 361, 394, 146, 276, 278, 122, 31, 421, 300]",32,[]
