,hosts,number of nodes,switches
0,"[0, 417, 579, 805, 865, 938, 269, 977, 179, 730, 1022, 387, 201, 300, 239, 658, 451, 312, 1018, 15, 584, 43, 908, 461, 20, 789, 279, 859, 223, 587, 588, 591, 209, 983, 23, 824, 953, 346, 803, 260, 134, 812, 685, 496, 853, 954, 208, 552, 620, 460, 112, 521, 568, 313, 733, 292, 647, 119, 463, 947, 1015, 900, 415, 995, 998, 241, 91, 73, 433, 50, 539, 830, 354, 999, 156, 395, 115, 536, 188, 573, 479, 515, 650, 846, 914, 195, 118, 635, 1021, 388, 780, 361, 746, 427, 844, 405, 364, 67, 69, 967, 44, 45, 653, 309, 477, 672, 960, 454, 328, 654, 48, 616, 174, 740, 224, 901, 618, 715, 630, 185, 921, 442, 895, 1001, 586, 1005, 980, 757]",128,[]
1,"[1, 384, 963, 842, 594, 368, 338, 724, 661, 474, 602, 996, 837, 7, 456, 396, 943, 404, 439, 835, 548, 225, 360, 329, 526, 820, 699, 127, 721, 425, 333, 913, 278, 762, 282, 256, 709, 966, 107, 335, 760, 475, 60, 936, 649, 237, 751, 564, 535, 795, 735, 290, 867, 609, 10, 21, 894, 768, 331, 934, 615, 971, 332, 813, 397, 855, 495, 656, 946, 884, 213, 569, 1020, 509, 150, 557, 688, 885, 182, 1013, 287, 452, 545, 809, 874, 876, 663, 904, 233, 266, 1006, 592, 919, 25, 860, 35, 68, 167, 555, 621, 942, 668, 459, 929, 578, 741, 807, 77, 177, 88, 671, 447, 581, 680, 139, 945, 882, 245, 90, 897, 285, 240, 819, 116, 438, 148, 221, 869]",128,[]
2,"[0, 417, 579, 805, 865, 938, 269, 977, 179, 730, 1022, 387, 201, 300, 239, 658, 451, 312, 1018, 15, 584, 43, 908, 461, 20, 789, 279, 859, 223, 587, 588, 591, 209, 983, 23, 824, 953, 346, 803, 260, 134, 812, 685, 496, 853, 954, 208, 552, 620, 460, 112, 521, 568, 313, 733, 292, 647, 119, 463, 947, 1015, 900, 415, 995, 998, 241, 91, 73, 433, 50, 539, 830, 354, 999, 156, 395, 115, 536, 188, 573, 479, 515, 650, 846, 914, 195, 118, 635, 1021, 388, 780, 361, 746, 427, 844, 405, 364, 67, 69, 967, 44, 45, 653, 309, 477, 672, 960, 454, 328, 654, 48, 616, 174, 740, 224, 901, 618, 715, 630, 185, 921, 442, 895, 1001, 586, 1005, 980, 757]",128,[]
3,"[1, 384, 963, 842, 594, 368, 338, 724, 661, 474, 602, 996, 837, 7, 456, 396, 943, 404, 439, 835, 548, 225, 360, 329, 526, 820, 699, 127, 721, 425, 333, 913, 278, 762, 282, 256, 709, 966, 107, 335, 760, 475, 60, 936, 649, 237, 751, 564, 535, 795, 735, 290, 867, 609, 10, 21, 894, 768, 331, 934, 615, 971, 332, 813, 397, 855, 495, 656, 946, 884, 213, 569, 1020, 509, 150, 557, 688, 885, 182, 1013, 287, 452, 545, 809, 874, 876, 663, 904, 233, 266, 1006, 592, 919, 25, 860, 35, 68, 167, 555, 621, 942, 668, 459, 929, 578, 741, 807, 77, 177, 88, 671, 447, 581, 680, 139, 945, 882, 245, 90, 897, 285, 240, 819, 116, 438, 148, 221, 869]",128,[]
4,"[0, 417, 579, 805, 865, 938, 269, 977, 179, 730, 1022, 387, 201, 300, 239, 658, 451, 312, 1018, 15, 584, 43, 908, 461, 20, 789, 279, 859, 223, 587, 588, 591, 209, 983, 23, 824, 953, 346, 803, 260, 134, 812, 685, 496, 853, 954, 208, 552, 620, 460, 112, 521, 568, 313, 733, 292, 647, 119, 463, 947, 1015, 900, 415, 995, 998, 241, 91, 73, 433, 50, 539, 830, 354, 999, 156, 395, 115, 536, 188, 573, 479, 515, 650, 846, 914, 195, 118, 635, 1021, 388, 780, 361, 746, 427, 844, 405, 364, 67, 69, 967, 44, 45, 653, 309, 477, 672, 960, 454, 328, 654, 48, 616, 174, 740, 224, 901, 618, 715, 630, 185, 921, 442, 895, 1001, 586, 1005, 980, 757]",128,[]
5,"[2, 70]",1,[]
6,"[3, 299, 248, 786, 543, 315, 284, 638, 191, 160, 642, 259, 840, 258, 742, 596, 606, 664, 377, 478, 419, 712, 752, 344, 862, 34, 488, 16, 657, 532, 670, 378]",32,[]
7,"[2, 70]",1,[]
8,"[4, 220]",2,[]
9,"[2, 70]",1,[]
