,hosts,number of nodes,switches
0,"[0, 551]",1,[]
1,"[1, 769]",1,[]
2,"[2, 324, 429, 117, 346, 892, 597, 802]",8,[]
3,"[3, 66, 881, 845, 81, 1012, 922, 578, 462, 656, 919, 766, 932, 167, 496, 402, 286, 870, 939, 812, 1006, 1015, 133, 557, 80, 217, 698, 448, 102, 331, 690, 445]",32,[]
4,"[5, 37, 361, 140, 497, 201, 413]",7,[]
5,"[2, 324]",1,[]
6,"[6, 32, 806, 199, 558]",5,[]
7,"[7, 930]",1,[]
8,[],0,[]
9,"[8, 673]",1,[]
10,"[9, 236, 55, 268, 78, 279, 702, 616, 298, 907, 537]",11,[]
11,"[10, 576, 909, 954, 575, 188, 447, 577, 519, 786, 660, 479, 163, 363, 342, 91, 33, 294, 213, 859, 714, 397, 816, 52, 439, 29, 227, 391, 111, 989, 355, 998]",32,[]
12,"[11, 64, 481, 807, 364, 460, 861, 451, 232, 137, 1010]",11,[]
13,"[14, 456, 233, 534, 311, 409, 830, 772, 306, 374, 568, 252, 545, 482, 72, 370, 662, 291, 710, 465, 373, 185, 376, 156]",24,[]
14,"[16, 928]",2,[]
15,"[17, 225, 162, 868, 1002, 912, 945, 103, 206, 815, 891, 540, 495, 307, 116, 61]",16,[]
16,"[18, 425, 522, 877, 567, 763, 253, 581]",8,[]
17,"[26, 295, 215, 428, 820, 25, 793, 384]",8,[]
18,"[38, 288, 547, 1003, 718, 604, 925, 386]",8,[]
19,"[18, 425, 522, 877, 567, 763, 253, 581, 525, 114, 693, 853, 177, 470, 476, 455]",16,[]
20,"[39, 744, 561, 659, 692, 151, 474, 800, 642, 610, 507, 223, 704, 417, 46, 694]",16,[]
21,"[18, 425, 522, 877, 567, 763, 253, 581, 525, 114, 693, 853, 177, 470, 476, 455]",16,[]
22,"[16, 928]",1,[]
23,"[18, 425]",2,[]
24,"[14, 456, 233, 534]",4,[]
25,"[17, 225, 162, 868, 1002, 912, 945, 103, 206, 815, 891]",11,[]
26,"[18, 425]",2,[]
27,"[18, 425]",1,[]
28,"[26, 295]",2,[]
29,"[28, 423]",1,[]
30,"[10, 576, 909, 954, 575, 188, 447, 577, 519, 786, 660, 479, 163, 363, 342, 91, 33, 294, 213, 859, 714, 397, 816, 52, 439, 29, 227, 391, 111, 989, 355, 998]",32,[]
31,"[18, 425, 522, 877, 567, 763, 253, 581, 525, 114, 693, 853, 177, 470, 476, 455, 587, 53, 857, 158, 134, 594, 45, 602, 992, 838, 552, 441, 57, 1019, 871, 940]",32,[]
32,"[1, 769, 680, 781, 209, 242, 955, 817, 724, 265, 154, 898, 131, 628, 956, 896, 345, 186, 43, 13, 54, 475, 349, 326, 23, 825, 250, 128, 972, 560, 19, 468]",32,[]
33,"[8, 673, 909, 15, 88, 538, 859, 610, 654, 495, 944, 761, 163, 10, 363, 342, 91, 836, 1007, 471, 536, 699, 801, 485, 999, 748, 622, 743, 700, 71, 968, 380, 299, 740, 843, 772, 954, 744, 330, 941, 287, 991, 480, 840, 73, 764, 223, 844, 756, 419, 612, 588, 727, 231, 329, 691, 583, 971, 595, 501, 284, 576, 575, 188]",64,[]
34,"[1, 769, 680, 781, 209, 242, 955, 817, 724, 265, 154, 898, 131, 628, 956, 896, 345, 186, 43, 13, 54, 475, 349, 326, 23, 825, 250, 128, 972, 560, 19, 468, 372, 757, 950, 925, 384, 849, 722, 822, 392, 658, 667, 351, 619, 240, 784, 515, 878, 367, 719, 99, 712, 269, 143, 336, 525, 333, 438, 508, 316, 952, 828, 191]",64,[]
35,"[8, 673, 909, 15, 88, 538, 859, 610, 654, 495, 944, 761, 163, 10, 363, 342, 91, 836, 1007, 471, 536, 699, 801, 485, 999, 748, 622, 743, 700, 71, 968, 380, 299, 740, 843, 772, 954, 744, 330, 941, 287, 991, 480, 840, 73, 764, 223, 844, 756, 419, 612, 588, 727, 231, 329, 691, 583, 971, 595, 501, 284, 576, 575, 188]",64,[]
36,"[0, 551]",1,[]
37,"[1, 769]",1,[]
38,"[2, 324]",2,[]
39,[],0,[]
40,"[18, 425]",2,[]
41,"[19, 386]",1,[]
42,"[0, 551]",2,[]
43,"[0, 551]",2,[]
44,"[0, 551]",2,[]
45,"[0, 551]",2,[]
46,"[1, 769]",1,[]
47,"[0, 551, 75, 173]",4,[]
48,"[0, 551]",1,[]
49,"[2, 324]",2,[]
50,"[2, 324]",2,[]
51,"[2, 324]",2,[]
52,"[2, 324]",1,[]
53,"[8, 673, 909, 15]",4,[]
54,"[9, 236, 55, 268, 78, 279, 702, 616]",8,[]
55,"[2, 324]",1,[]
56,"[2, 324, 429, 117, 346, 892, 597, 802, 454, 290, 238, 723, 420, 523, 303, 953]",16,[]
57,"[8, 673, 909, 15, 88, 538, 859, 610, 654, 495, 944, 761, 163, 10, 363, 342, 91, 836, 1007, 471, 536, 699, 801, 485, 999, 748, 622, 743, 700, 71, 968, 380]",32,[]
58,"[9, 236, 55, 268, 78, 279, 702, 616]",8,[]
59,"[9, 236, 55, 268]",4,[]
60,"[9, 236]",2,[]
61,"[2, 324]",1,[]
62,"[7, 930, 22, 554, 944, 118, 94, 36]",8,[]
63,"[2, 324, 429, 117, 346, 892, 597, 802, 454, 290, 238]",11,[]
64,[],0,[]
65,[],0,[]
66,"[7, 930, 22, 554, 944, 118, 94, 36, 614, 647, 400, 287, 770, 419, 275, 793, 453, 998, 871, 565, 407, 673, 612, 588, 727, 708, 183, 506, 411, 294, 905, 604, 991, 288, 577, 644, 983, 603, 545, 97, 463, 376, 792, 481, 180, 408, 923, 62, 959, 915, 470, 447, 895, 610, 847, 624, 318, 159, 737, 876, 563, 243, 981]",63,[]
67,"[9, 236, 55, 268, 78, 279, 702, 616, 298, 907, 537, 541, 705, 743, 658, 788, 469, 714, 333, 84, 734, 773, 179, 567, 190, 662, 650, 495, 181, 438, 903, 138, 910, 873, 828, 468, 951, 794, 1022, 767, 966, 57, 633, 252, 375, 747, 562, 693, 522, 620, 493, 20, 169, 33, 323, 559, 753, 824, 328, 587, 752, 722, 421]",63,[]
68,[],0,[]
69,"[12, 101, 813, 342, 697, 573, 357, 512, 139, 155, 220, 674, 626, 56, 317, 709, 909, 143, 60, 230, 523, 302, 665, 707, 936, 335, 283, 124, 834, 67, 322, 950, 74, 239, 79, 822, 800, 943, 755, 216, 442, 390, 617, 684, 503, 779, 327, 43, 466, 760, 801, 134, 202, 221, 738, 398, 208, 113, 340, 349, 532, 663, 436, 861]",64,[]
70,"[12, 101, 813, 342, 697, 573, 357, 512, 139, 155, 220, 674, 626, 56, 317, 709]",16,[]
71,"[13, 264]",1,[]
72,"[2, 324, 429, 117, 346, 892, 597, 802, 454, 290, 238, 723, 420, 523, 303, 953]",16,[]
73,"[12, 101, 813, 342, 697, 573, 357, 512, 139, 155, 220, 674, 626, 56, 317, 709, 909, 143, 60, 230, 302, 665, 707, 936, 335, 283, 124, 834, 67, 322, 950, 74]",32,[]
74,"[13, 264, 137, 816, 209, 147, 574, 482, 492, 145, 601, 64, 868, 619, 854, 132, 711, 52, 437, 575, 43, 54, 475, 349, 85, 823, 249, 735, 130, 488, 200, 435, 758, 566, 385, 741, 263, 745, 41, 528, 530, 473, 319, 867, 911, 115, 451, 807, 232, 11, 1010, 426, 17, 213, 120, 273, 148, 728, 730, 154, 390, 337, 887, 664]",64,[]
75,"[2, 324, 429, 117, 346, 892, 597, 802, 454, 290, 238, 723, 420, 523, 303, 953, 657, 245, 347, 125, 646, 150, 219, 994, 310, 950, 442, 896, 550, 936, 553, 450, 293, 774, 458, 674, 672, 997, 720, 1013, 355, 777, 35, 660, 929, 961, 973, 45, 839, 237, 996, 707, 980, 184, 417, 615, 914, 697, 226, 338, 617, 399, 1019, 765, 352, 98, 185, 69, 982, 571, 222, 703, 513, 874, 19, 857, 123, 549, 855, 317, 126, 459, 178, 759, 351, 256, 141, 431, 689, 339, 706, 686, 977, 968, 814, 247, 771, 103, 234, 380]",100,[]
76,"[0, 551, 75, 173, 176, 122, 255, 544, 964, 933, 655, 836, 683, 300, 957, 642]",16,[]
77,"[1, 769, 680, 781, 209, 242, 955, 817, 724, 265, 154, 898, 131, 628, 956, 345, 186, 891, 43, 13, 54, 475, 349, 326, 23, 825, 250, 128, 972, 560, 372, 757]",32,[]
78,[],0,[]
79,"[0, 551, 75, 173, 176, 122, 255, 544, 964, 933, 655, 836, 683, 300, 957, 642, 387, 872, 362, 853, 993, 485, 776, 731, 95, 418, 745, 1011, 40, 329, 304, 582, 299, 622, 48, 415, 65, 227, 235, 862, 484, 307, 884, 569, 889, 289, 516, 749, 174, 340, 764, 202, 15, 789, 676, 805, 193, 259, 175, 464, 403, 975, 385, 200]",64,[]
80,"[1, 769, 680, 781, 209, 242, 955, 817, 724, 265, 154, 898, 131, 628, 956, 896, 345, 186, 891, 43, 13, 54, 475, 349, 326, 23, 825, 250, 128, 972, 560, 19, 372, 757, 950, 925, 384, 849, 822, 284, 392, 667, 351, 740, 619, 240, 784, 515, 878, 367, 719, 99, 712, 269, 143, 336, 525, 508, 316, 952, 699, 191, 803, 741, 597, 885, 69, 205, 552, 503, 609, 172, 370, 225, 262, 488, 682, 519, 431, 214, 220, 264, 137, 816, 147, 574, 228, 904, 157, 291, 593, 399, 739, 911, 867, 56, 353, 579, 104, 427]",100,[]
81,"[0, 551, 75, 173, 176, 122, 255, 544, 964, 933, 655, 836, 683, 300, 855, 957]",16,[]
82,"[12, 101, 813, 342, 697, 573, 357, 512, 139, 155, 674, 626, 317, 709, 909, 60, 230, 523, 302, 665, 707, 936, 335, 283, 124, 834, 67, 322, 74, 239, 79, 800]",32,[]
83,"[0, 551, 75, 173, 176, 122, 255, 544, 964, 933, 655, 836, 683, 300, 855, 957, 642, 387, 872, 362, 853, 993, 485, 776, 731, 95, 418, 745, 1011, 450, 40, 329, 45, 304, 582, 299, 622, 48, 415, 65, 227, 235, 862, 484, 307, 884, 569, 889, 289, 516, 749, 174, 340, 764, 202, 15, 789, 676, 805, 339, 193, 259, 68, 613]",64,[]
