,hosts,number of nodes,switches
0,"[0, 581]",1,[]
1,"[1, 290]",1,[]
2,"[2, 455, 755, 180, 821, 854, 508, 994]",8,[]
3,"[3, 296, 332, 269, 624, 411, 863, 777, 1002, 174, 271, 316, 871, 840, 489, 432, 914, 737, 712, 202, 951, 216, 327, 946, 305, 850, 57, 641, 806, 423, 625, 502]",32,[]
4,"[5, 297, 945, 306, 820, 1014, 985]",7,[]
5,"[2, 455]",1,[]
6,"[6, 992, 993, 294, 807]",5,[]
7,"[7, 257]",1,[]
8,[],0,[]
9,"[8, 32]",1,[]
10,"[9, 229, 240, 248, 827, 733, 383, 418, 709, 1003, 301]",11,[]
11,"[11, 99, 39, 145, 131, 790, 859, 608, 518, 103, 298, 214, 37, 339, 208, 435, 373, 878, 882, 246, 568, 29, 357, 406, 1012, 822, 443, 673, 363, 270, 815, 79]",32,[]
12,"[12, 803, 231, 430, 311, 413, 639, 768, 837, 943, 851]",11,[]
13,"[14, 896, 771, 201, 879, 27, 349, 648, 592, 785, 51, 117, 162, 591, 24, 220, 861, 585, 309, 281, 725, 745, 460, 18]",24,[]
14,"[15, 902]",2,[]
15,"[16, 448, 554, 686, 818, 598, 729, 226, 526, 885, 471, 801, 919, 1018, 669, 687]",16,[]
16,"[17, 928, 650, 844, 622, 91, 607, 805]",8,[]
17,"[19, 359, 200, 42, 814, 988, 317, 192]",8,[]
18,"[21, 193, 749, 723, 85, 760, 510, 329]",8,[]
19,"[17, 928, 650, 844, 622, 91, 607, 805, 239, 594, 469, 832, 744, 315, 291, 584]",16,[]
20,"[22, 551, 872, 458, 654, 528, 593, 467, 501, 636, 797, 171, 977, 722, 537, 377]",16,[]
21,"[17, 928, 650, 844, 622, 91, 607, 805, 239, 594, 469, 832, 744, 315, 291, 584]",16,[]
22,"[17, 928]",1,[]
23,"[19, 359]",2,[]
24,"[14, 896, 771, 201]",4,[]
25,"[15, 902, 552, 526, 436, 1016, 989, 388, 743, 690, 182]",11,[]
26,"[16, 448]",2,[]
27,"[18, 879]",1,[]
28,"[16, 448]",2,[]
29,"[19, 359]",1,[]
30,"[18, 879, 144, 113, 596, 247, 511, 745, 460, 734, 95, 514, 40, 493, 168, 508, 482, 722, 667, 861, 456, 753, 563, 192, 801, 971, 153, 670, 195, 396, 816, 532]",32,[]
31,"[11, 99, 39, 145, 131, 790, 859, 608, 518, 103, 298, 214, 37, 339, 208, 435, 373, 878, 882, 246, 568, 29, 357, 406, 1012, 822, 443, 673, 363, 270, 815, 79]",32,[]
