,hosts,number of nodes,switches
0,"[0, 197, 137, 431, 57, 1017, 925, 993, 143, 210, 183, 283, 708, 555, 478, 25, 766, 704, 3, 580, 110, 63, 32, 260, 620, 634, 829, 891, 104, 241, 562, 635]",32,[]
1,"[1, 771, 261, 626, 372, 923, 510, 192, 864, 729, 126, 959, 960, 837, 811, 50, 215, 228, 230, 897, 188, 39, 85, 791, 888, 827, 298, 334, 976, 858, 987, 484, 909, 782, 79, 1022, 200, 748, 914, 765]",40,[]
2,"[2, 352, 809, 203, 526, 691, 762, 547, 38, 747, 949, 220, 779, 473, 155, 58, 682, 107, 149, 411, 764, 873, 946, 184, 662, 655, 690, 566, 382, 64, 359, 172, 141, 788, 456, 592, 251, 732, 176, 310]",40,[]
3,"[1, 771, 261, 626, 372, 923, 510, 192]",8,[]
4,"[4, 614, 457, 127, 687, 315, 479, 385]",8,[]
5,"[5, 965, 487, 304, 186, 637, 95, 611]",8,[]
6,"[7, 774, 936, 681, 471, 792, 989, 257]",8,[]
7,"[9, 706, 140, 882, 343, 441, 154, 778]",8,[]
8,"[12, 135, 201, 973, 144, 145, 602, 736]",8,[]
9,"[13, 930, 650, 908, 941, 212, 629, 951]",8,[]
10,"[14, 801, 97, 33, 138, 651, 159, 960]",8,[]
11,"[15, 737, 962, 453, 206, 218, 860, 69]",8,[]
12,"[7, 774, 936, 681, 471, 792, 989, 257]",8,[]
13,"[2, 352, 809, 203, 526, 691, 762, 547, 38, 747, 949, 220, 779, 473, 858, 155, 58, 682, 107, 149, 411, 764, 873, 946, 184, 662, 655, 690, 566, 382, 64, 359, 172, 141, 788, 39, 456, 592, 251, 732]",40,[]
14,"[8, 99, 167, 460, 176, 565, 570, 443]",8,[]
15,"[13, 930, 650, 908, 941, 212, 629, 951, 664, 122, 76, 659, 439, 1011, 997, 499, 87, 572, 606, 768, 276, 926, 607, 515, 208, 307, 596, 93, 169, 245, 793, 992, 709, 646, 956, 931, 116, 217, 1023, 513]",40,[]
16,"[2, 352, 809, 203, 526, 691, 762, 547, 38, 747, 949, 220, 779, 473, 858, 155, 58, 682, 107, 149, 411, 764, 873, 946, 184, 662, 655, 690, 566, 382, 64, 359, 172, 141, 788, 39, 456, 592, 251, 732]",40,[]
17,"[2, 352, 809, 203, 526, 691, 762, 547]",8,[]
18,"[7, 774, 936, 681, 471, 792, 989, 257]",8,[]
19,"[8, 99, 167, 460, 176, 565, 570, 443, 392, 178, 827, 775, 504, 951, 1016, 251, 937, 907, 590, 853, 406, 38, 233, 331, 718, 956, 161, 1003, 236, 699, 380, 548, 715, 968, 150, 556, 336, 954, 603, 997]",40,[]
20,"[13, 930, 650, 908, 941, 212, 629, 664, 122, 76, 659, 439, 411, 1011, 499, 87, 572, 606, 768, 946, 276, 926, 607, 515, 208, 307, 596, 93, 169, 245, 793, 931]",32,[]
21,"[1, 771, 261, 626, 372, 923, 510, 192]",8,[]
