,hosts,number of nodes,switches
0,"[(0, 5, 5), (7, 5, 5)]",1,[]
1,"[(1, 2, 8), (1, 2, 7)]",1,[]
2,"[(6, 0, 14), (7, 0, 14), (6, 7, 14), (5, 0, 14), (6, 1, 14), (6, 0, 13), (6, 0, 15), (0, 0, 14)]",8,[]
3,"[(5, 4, 14), (5, 4, 13), (6, 4, 14), (4, 4, 14), (5, 3, 14), (5, 4, 15), (5, 5, 14), (5, 5, 13), (4, 4, 13), (6, 4, 13), (5, 4, 12), (5, 3, 13), (6, 4, 15), (7, 4, 14), (6, 5, 14), (6, 3, 14), (4, 4, 15), (4, 3, 14), (4, 5, 14), (3, 4, 14), (5, 3, 15), (5, 2, 14), (5, 4, 0), (5, 5, 15), (5, 6, 14), (6, 5, 13), (5, 5, 12), (4, 5, 13), (5, 6, 13), (3, 4, 13), (4, 4, 12), (4, 3, 13)]",32,[]
4,"[(3, 0, 3), (3, 0, 2), (2, 0, 3), (3, 0, 4), (4, 0, 3), (3, 1, 3), (3, 7, 3)]",7,[]
5,"[(6, 0, 14), (7, 0, 14)]",1,[]
6,"[(1, 4, 4), (1, 5, 4), (1, 4, 3), (0, 4, 4), (1, 4, 5)]",5,[]
7,"[(2, 5, 11), (2, 5, 10)]",1,[]
8,[],0,[]
9,"[(7, 1, 3), (7, 0, 3)]",1,[]
10,"[(0, 0, 8), (0, 0, 7), (0, 0, 9), (0, 7, 8), (0, 1, 8), (7, 0, 8), (1, 0, 8), (0, 7, 7), (0, 0, 6), (0, 1, 7), (1, 0, 7)]",11,[]
11,"[(3, 6, 11), (3, 6, 10), (3, 5, 11), (4, 6, 11), (3, 7, 11), (2, 6, 11), (3, 6, 12), (3, 7, 10), (3, 5, 10), (3, 6, 9), (2, 6, 10), (4, 6, 10), (3, 4, 11), (3, 5, 12), (4, 5, 11), (4, 6, 12), (4, 7, 11), (5, 6, 11), (3, 7, 12), (2, 7, 11), (3, 0, 11), (2, 6, 12), (1, 6, 11), (3, 6, 13), (3, 7, 9), (4, 7, 10), (2, 7, 10), (3, 0, 10), (4, 5, 10), (3, 4, 10), (3, 5, 9), (2, 6, 9)]",32,[]
12,"[(4, 7, 6), (5, 7, 6), (4, 7, 5), (3, 7, 6), (4, 6, 6), (4, 0, 6), (4, 7, 7), (5, 7, 5), (5, 0, 6), (6, 7, 6), (5, 7, 7)]",11,[]
13,"[(0, 7, 12), (0, 7, 11), (0, 6, 12), (0, 0, 12), (1, 7, 12), (7, 7, 12), (0, 7, 13), (7, 7, 11), (1, 7, 11), (0, 6, 11), (0, 0, 11), (0, 7, 10), (0, 5, 12), (0, 6, 13), (1, 6, 12), (7, 6, 12), (0, 0, 13), (1, 0, 12), (7, 0, 12), (0, 1, 12), (1, 7, 13), (2, 7, 12), (6, 7, 12), (7, 7, 13)]",24,[]
14,"[(5, 2, 1), (5, 3, 1)]",2,[]
15,"[(7, 3, 12), (7, 2, 12), (0, 3, 12), (7, 4, 12), (7, 3, 13), (6, 3, 12), (7, 3, 11), (7, 1, 12), (0, 2, 12), (7, 2, 13), (7, 2, 11), (6, 2, 12), (0, 3, 11), (1, 3, 12), (0, 4, 12), (0, 3, 13)]",16,[]
16,"[(0, 2, 1), (0, 1, 1), (1, 2, 1), (0, 2, 0), (0, 2, 2), (7, 2, 1), (0, 3, 1), (0, 1, 2)]",8,[]
17,"[(1, 7, 2), (1, 6, 2), (1, 7, 1), (2, 7, 2), (0, 7, 2), (1, 7, 3), (1, 0, 2), (1, 5, 2)]",8,[]
18,"[(2, 6, 7), (2, 7, 7), (2, 6, 6), (2, 6, 8), (1, 6, 7), (3, 6, 7), (2, 5, 7), (3, 7, 7)]",8,[]
19,"[(3, 5, 15), (2, 5, 15), (3, 5, 0), (3, 5, 14), (3, 6, 15), (4, 5, 15), (3, 4, 15), (2, 5, 0), (2, 4, 15), (1, 5, 15), (2, 6, 15), (2, 5, 14), (3, 5, 1), (3, 4, 0), (4, 5, 0), (3, 6, 0)]",16,[]
20,"[(0, 2, 1), (0, 1, 1), (1, 2, 1), (0, 2, 0), (0, 2, 2), (7, 2, 1), (0, 3, 1), (0, 1, 2), (0, 0, 1), (0, 1, 0), (7, 1, 1), (1, 1, 1), (1, 2, 2), (1, 3, 1), (2, 2, 1), (1, 2, 0)]",16,[]
21,"[(3, 5, 15), (2, 5, 15), (3, 5, 0), (3, 5, 14), (3, 6, 15), (4, 5, 15), (3, 4, 15), (2, 5, 0), (2, 4, 15), (1, 5, 15), (2, 6, 15), (2, 5, 14), (3, 5, 1), (3, 4, 0), (4, 5, 0), (3, 6, 0)]",16,[]
22,"[(0, 2, 1), (0, 1, 1)]",1,[]
23,"[(5, 2, 1), (5, 3, 1)]",2,[]
24,"[(0, 7, 12), (0, 7, 11), (0, 6, 12), (0, 0, 12)]",4,[]
25,"[(5, 2, 1), (5, 3, 1), (5, 2, 2), (4, 2, 1), (5, 2, 0), (6, 2, 1), (5, 1, 1), (4, 3, 1), (5, 4, 1), (5, 3, 0), (6, 3, 1)]",11,[]
26,"[(7, 3, 12), (7, 2, 12)]",2,[]
27,"[(1, 7, 2), (1, 6, 2)]",1,[]
28,"[(7, 3, 12), (7, 2, 12)]",2,[]
29,"[(2, 6, 7), (2, 7, 7)]",1,[]
30,"[(1, 7, 2), (1, 6, 2), (1, 7, 1), (2, 7, 2), (0, 7, 2), (1, 7, 3), (1, 0, 2), (1, 5, 2), (2, 6, 2), (1, 6, 3), (1, 6, 1), (0, 6, 2), (2, 7, 1), (0, 7, 1), (1, 0, 1), (1, 7, 0), (3, 7, 2), (2, 0, 2), (2, 7, 3), (0, 0, 2), (0, 7, 3), (7, 7, 2), (1, 0, 3), (1, 7, 4), (1, 1, 2), (1, 5, 3), (1, 5, 1), (1, 4, 2), (0, 5, 2), (2, 5, 2), (2, 6, 1), (3, 6, 2)]",32,[]
31,"[(3, 5, 15), (2, 5, 15), (3, 5, 0), (3, 5, 14), (3, 6, 15), (4, 5, 15), (3, 4, 15), (2, 5, 0), (2, 4, 15), (1, 5, 15), (2, 6, 15), (2, 5, 14), (3, 5, 1), (3, 4, 0), (4, 5, 0), (3, 6, 0), (3, 6, 14), (3, 5, 13), (4, 6, 15), (3, 7, 15), (3, 3, 15), (2, 4, 0), (2, 5, 1), (2, 6, 0), (1, 5, 0), (1, 4, 15), (2, 4, 14), (2, 3, 15), (1, 5, 14), (1, 6, 15), (0, 5, 15), (2, 6, 14)]",32,[]
32,"[(1, 7, 2), (1, 6, 2), (1, 7, 1), (2, 7, 2), (0, 7, 2), (1, 7, 3), (1, 0, 2), (1, 5, 2), (2, 6, 2), (1, 6, 3), (1, 6, 1), (0, 6, 2), (2, 7, 1), (0, 7, 1), (1, 0, 1), (1, 7, 0), (3, 7, 2), (2, 0, 2), (2, 7, 3), (0, 0, 2), (0, 7, 3), (7, 7, 2), (1, 0, 3), (1, 7, 4), (1, 1, 2), (1, 5, 3), (1, 5, 1), (1, 4, 2), (0, 5, 2), (2, 5, 2), (2, 6, 1), (3, 6, 2)]",32,[]
33,"[(3, 5, 15), (2, 5, 15), (3, 5, 0), (3, 5, 14), (3, 6, 15), (4, 5, 15), (3, 4, 15), (2, 5, 0), (2, 4, 15), (1, 5, 15), (2, 6, 15), (2, 5, 14), (3, 5, 1), (3, 4, 0), (4, 5, 0), (3, 6, 0), (3, 6, 14), (3, 5, 13), (4, 6, 15), (3, 7, 15), (3, 3, 15), (2, 4, 0), (2, 5, 1), (2, 6, 0), (1, 5, 0), (1, 4, 15), (2, 4, 14), (2, 3, 15), (1, 5, 14), (1, 6, 15), (0, 5, 15), (2, 6, 14), (2, 7, 15), (2, 5, 13), (3, 6, 1), (3, 4, 1), (3, 5, 2), (4, 5, 1), (4, 4, 0), (3, 3, 0), (5, 5, 0), (4, 6, 0), (3, 7, 0), (3, 7, 14), (4, 6, 14), (4, 7, 15), (5, 6, 15), (3, 0, 15), (3, 2, 15), (4, 3, 15), (3, 3, 14), (1, 4, 0), (2, 3, 0), (2, 4, 1), (1, 6, 0), (2, 7, 0), (0, 5, 0), (1, 4, 14), (1, 3, 15), (0, 4, 15), (2, 3, 14), (2, 4, 13), (2, 2, 15), (0, 5, 14)]",64,[]
