,hosts,number of nodes,switches
0,"[0, 417, 898, 424, 815, 248, 56, 226, 230, 847, 88, 315, 930, 708, 396, 369, 1015, 997, 780, 716, 333, 531, 778, 530, 115, 92, 874, 739, 70, 849, 440, 411, 67, 276, 916, 25, 446, 103, 457, 721, 126, 258, 262, 209, 54, 60, 774, 903, 905, 561, 169, 133, 17, 615, 689, 505, 101, 427, 628, 213, 660, 768, 451, 546, 665, 28, 189, 403, 185, 59, 61, 310, 182, 696, 186, 605, 745, 915, 693, 713, 926, 673, 481, 173, 598, 216, 98, 883, 507, 157, 678, 742, 110, 724, 638, 337, 686, 945, 910, 702, 487, 491, 200, 94, 163, 387, 697, 283, 252, 838, 493, 80, 474, 540, 901, 330, 111, 603, 161, 325, 1016, 122, 743, 626, 470, 632, 827, 731]",128,[]
1,"[2, 539, 164, 549, 1000, 763, 799, 192, 687, 595, 399, 635, 899, 581, 624, 602, 347, 842, 562, 435, 319, 545, 5, 627, 950, 641, 872, 811, 147, 1022, 770, 645, 135, 856, 348, 674, 362, 946, 854, 281, 229, 757, 503, 889, 860, 647, 937, 1005, 398, 20, 36, 69, 881, 244, 285, 514, 552, 750, 814, 982, 580, 140, 368, 729, 318, 992, 643, 840, 458, 445, 485, 460, 685, 463, 477, 257, 363, 633, 316, 737, 802, 291, 527, 764, 449, 779, 204, 16, 123, 12, 794, 733, 364, 823, 792, 250, 32, 196, 654, 656, 472, 993, 74, 939, 29, 1002, 677, 586, 178, 221, 807, 587, 878, 338, 380, 800, 96, 43, 114, 180, 940, 732, 541, 159, 293, 298, 344, 408]",128,[]
2,"[0, 417, 898, 424, 815, 248, 56, 226, 230, 847, 88, 315, 930, 708, 396, 369, 1015, 997, 780, 716, 333, 531, 778, 530, 115, 92, 874, 739, 70, 849, 440, 411, 67, 276, 916, 25, 446, 103, 457, 721, 126, 258, 262, 209, 54, 60, 774, 903, 905, 561, 169, 133, 17, 615, 689, 505, 101, 427, 628, 213, 660, 768, 451, 546, 665, 28, 189, 403, 185, 59, 61, 310, 182, 696, 186, 605, 745, 915, 693, 713, 926, 673, 481, 173, 598, 216, 98, 883, 507, 157, 678, 742, 110, 724, 638, 337, 686, 945, 910, 702, 487, 491, 200, 94, 163, 387, 697, 283, 252, 838, 493, 80, 474, 540, 901, 330, 111, 603, 161, 325, 1016, 122, 743, 626, 470, 632, 827, 731]",128,[]
3,"[4, 168, 556, 113, 691, 762, 669, 42, 366, 787, 120, 825, 322, 334, 176, 991, 71, 968, 141, 924, 245, 405, 359, 521, 659, 87, 109, 761, 121, 511, 550, 683, 467, 596, 57, 167, 175, 119, 925, 548, 888, 631, 975, 785, 853, 249, 808, 462, 372, 367, 143, 923, 637, 611, 843, 944, 406, 343, 740, 51, 500, 634, 554, 620, 760, 639, 14, 400, 27, 476, 902, 649, 138, 382, 228, 813, 529, 644, 236, 658, 83, 542, 365, 379, 786, 918, 442, 383, 518, 941, 830, 855, 62, 672, 679, 781, 255, 131, 430, 931, 951, 203, 942, 533, 8, 375, 506, 964, 746, 172, 943, 928, 321, 162, 7, 929, 34, 833, 630, 104, 572, 280, 284, 579, 775, 212, 1018, 797]",128,[]
4,"[0, 417, 898, 424, 815, 248, 56, 226, 230, 847, 88, 315, 930, 708, 396, 369, 1015, 997, 780, 716, 333, 531, 778, 530, 115, 92, 874, 739, 70, 849, 440, 411, 67, 276, 916, 25, 446, 103, 457, 721, 126, 258, 262, 209, 54, 60, 774, 903, 905, 561, 169, 133, 17, 615, 689, 505, 101, 427, 628, 213, 660, 768, 451, 546, 665, 28, 189, 403, 185, 59, 61, 310, 182, 696, 186, 605, 745, 915, 693, 713, 926, 673, 481, 173, 598, 216, 98, 883, 507, 157, 678, 742, 110, 724, 638, 337, 686, 945, 910, 702, 487, 491, 200, 94, 163, 387, 697, 283, 252, 838, 493, 80, 474, 540, 901, 330, 111, 603, 161, 325, 1016, 122, 743, 626, 470, 632, 827, 731]",128,[]
5,"[0, 417]",1,[]
6,"[0, 417, 898, 424, 815, 248, 56, 226, 230, 847, 88, 315, 930, 708, 396, 369, 1015, 997, 780, 716, 333, 531, 778, 530, 115, 92, 874, 739, 70, 849, 440, 411]",32,[]
7,"[0, 417]",1,[]
8,"[0, 417]",2,[]
9,"[1, 897]",1,[]
10,"[0, 417]",1,[]
11,"[0, 417]",1,[]
12,"[0, 417, 898, 424, 815, 248, 56, 226, 230, 847, 88, 315, 930, 708, 396, 369, 1015, 997, 780, 716, 333, 531, 778, 530, 115, 92, 874, 739, 70, 849, 440, 411]",32,[]
13,"[1, 897]",1,[]
14,"[0, 417, 898, 424, 815, 248, 56, 226, 230, 847, 88, 315, 930, 708, 396, 369, 1015, 997, 780, 716, 333, 531, 778, 530, 115, 92, 874, 739, 70, 849, 440, 411]",32,[]
15,"[0, 417, 898, 424, 815, 248, 56, 226, 230, 847, 88, 315, 930, 708, 396, 369, 1015, 997, 780, 716, 333, 531, 778, 530, 115, 92, 874, 739, 70, 849, 440, 411]",32,[]
16,"[0, 417, 898, 424, 815, 248, 56, 226, 230, 847, 88, 315, 930, 708, 396, 369, 1015, 997, 780, 716, 333, 531, 778, 530, 115, 92, 874, 739, 70, 849, 440, 411]",32,[]
17,"[0, 417, 898, 424]",4,[]
18,"[1, 897, 999, 680, 654, 23, 731, 134, 582, 746, 270, 957, 354, 392, 458, 754, 605, 965, 956, 400, 508, 62, 832, 998, 139, 144, 319, 822, 520, 297, 374, 31]",32,[]
19,"[0, 417, 898, 424]",4,[]
20,"[0, 417, 898, 424, 815, 248, 56, 226, 230, 847, 88, 315, 930, 708, 396, 369, 1015, 997, 780, 716, 333, 531, 778, 530, 115, 92, 874, 739, 70, 849, 440, 411]",32,[]
21,"[1, 897, 999, 680]",4,[]
22,"[1, 897, 999, 680, 654, 23, 731, 134, 582, 746, 270, 957, 354, 392, 458, 754]",16,[]
23,"[0, 417]",1,[]
24,"[0, 417, 898, 424, 815, 248, 56, 226, 230, 847, 88, 315, 930, 708, 396, 369, 1015, 997, 780, 716, 333, 531, 778, 530, 115, 92, 874, 739, 70, 849, 440, 411]",32,[]
25,"[0, 417, 898, 424, 815, 248, 56, 226, 230, 847, 88, 315, 930, 708, 396, 369, 1015, 997, 780, 716, 333, 531, 778, 530, 115, 92, 874, 739, 70, 849, 440, 411]",32,[]
26,"[1, 897]",1,[]
27,"[1, 897, 999, 680]",4,[]
28,"[0, 417, 898, 424, 815, 248, 56, 226, 230, 847, 88, 315, 930, 708, 396, 369]",16,[]
29,"[1, 897]",1,[]
30,"[1, 897, 999, 680]",4,[]
31,"[1, 897]",1,[]
32,"[1, 897, 999, 680]",4,[]
33,"[1, 897, 999, 680, 654, 23, 731, 134, 582, 746, 270, 957, 354, 392, 458, 754, 605, 965, 956, 400, 508, 62, 832, 998, 139, 144, 319, 822, 520, 297, 374, 31]",32,[]
34,"[2, 539]",1,[]
35,"[1, 897, 999, 680]",4,[]
36,"[1, 897, 999, 680]",4,[]
37,"[1, 897, 999, 680, 654, 23, 731, 134, 582, 746, 270, 957, 354, 392, 458, 754, 605, 965, 956, 400, 508, 62, 832, 998, 139, 144, 319, 822, 520, 297, 374, 31]",32,[]
38,"[2, 539, 164, 549]",4,[]
39,"[1, 897]",1,[]
40,"[1, 897, 999, 680, 654, 23, 731, 134, 582, 746, 270, 957, 354, 392, 458, 754, 605, 965, 956, 400, 508, 62, 832, 998, 139, 144, 319, 822, 520, 297, 374, 31]",32,[]
41,"[2, 539]",1,[]
42,"[2, 539, 164, 549]",4,[]
43,"[3, 35]",1,[]
44,"[2, 539, 164, 549, 1000, 763, 799, 192, 687, 595, 399, 635, 899, 581, 624, 602, 347, 842, 562, 435, 157, 545, 5, 627, 950, 915, 641, 872, 811, 147, 1022, 770]",32,[]
45,"[0, 417, 898, 424]",4,[]
46,"[0, 417, 898, 424, 815, 248, 56, 226, 230, 847, 88, 315, 930, 708, 396, 369, 1015, 997, 780, 716, 333, 531, 778, 530, 115, 92, 874, 739, 70, 849, 440, 411]",32,[]
47,"[1, 897, 999, 680, 654, 23, 731, 134, 582, 746, 270, 957, 354, 392, 458, 754]",16,[]
48,"[0, 417]",1,[]
49,"[0, 417, 898, 424, 815, 248, 56, 226, 230, 847, 88, 315, 930, 708, 396, 369, 1015, 997, 780, 716, 333, 531, 778, 530, 115, 92, 874, 739, 70, 849, 440, 411]",32,[]
50,"[1, 897, 999, 680, 654, 23, 731, 134, 582, 746, 270, 957, 354, 392, 458, 754, 605, 965, 956, 400, 508, 62, 832, 998, 139, 144, 319, 822, 520, 297, 374, 31]",32,[]
51,"[0, 417, 898, 424, 815, 248, 56, 226, 230, 847, 88, 315, 930, 708, 396, 369]",16,[]
52,"[2, 539, 164, 549]",4,[]
53,"[3, 35, 806, 105, 849, 693, 662, 865, 939, 464, 790, 1019, 610, 869, 555, 917]",16,[]
