,hosts,number of nodes,switches
0,"[0, 610, 178, 400, 530, 469, 87, 803, 6, 368, 306, 534, 679, 492, 652, 532, 346, 648, 330, 1004, 942, 216, 974, 622, 183, 122, 699, 548, 997, 210, 182, 959, 199, 649, 204, 718, 796, 164, 487, 425, 844, 813, 742, 38, 578, 303, 313, 964, 790, 696, 253, 35, 776, 1005, 604, 861, 4, 875, 591, 528, 852, 290, 457, 78, 1011, 859, 209, 712, 241, 21, 484, 230, 853, 26, 252, 69, 841, 653, 986, 219, 805, 175, 503, 442, 8, 1000, 722, 179, 757, 525, 338, 441, 154, 286, 808, 748, 57, 571, 674, 489, 524, 271, 945, 496, 201, 82, 724, 474, 963, 596, 374, 222, 287, 898, 233, 782, 22, 200, 558, 695, 376, 256, 180, 478, 864, 779, 593, 599]",128,[]
1,"[1, 867, 366, 880, 342, 93, 63, 897, 98, 932, 390, 305, 49, 920, 1019, 415, 647, 111, 533, 120, 149, 363, 872, 491, 92, 133, 454, 716, 15, 879, 869, 789, 277, 476, 671, 608, 951, 123, 734, 706, 581, 109, 195, 703, 68, 678, 18, 598, 991, 192, 44, 397, 187, 860, 229, 597, 60, 821, 707, 817, 145, 565, 1016, 899, 445, 80, 29, 99, 237, 560, 628, 661, 705, 5, 911, 273, 264, 981, 954, 410, 927, 527, 944, 626, 468, 473, 836, 551, 917, 347, 915, 603, 541, 190, 961, 108, 239, 24, 159, 480, 291, 687, 632, 446, 278, 980, 957, 94, 404, 341, 567, 58, 37, 586, 431, 52, 91, 992, 10, 970, 862, 677, 39, 53, 605, 320, 163, 453]",128,[]
2,"[0, 610, 178, 400, 530, 469, 87, 803, 6, 368, 306, 534, 679, 492, 652, 532, 346, 648, 330, 1004, 942, 216, 974, 622, 183, 122, 699, 548, 997, 210, 182, 959, 199, 649, 204, 718, 796, 164, 487, 425, 844, 813, 742, 38, 578, 303, 313, 964, 790, 696, 253, 35, 776, 1005, 604, 861, 4, 875, 591, 528, 852, 290, 457, 78, 1011, 859, 209, 712, 241, 21, 484, 230, 853, 26, 252, 69, 841, 653, 986, 219, 805, 175, 503, 442, 8, 1000, 722, 179, 757, 525, 338, 441, 154, 286, 808, 748, 57, 571, 674, 489, 524, 271, 945, 496, 201, 82, 724, 474, 963, 596, 374, 222, 287, 898, 233, 782, 22, 200, 558, 695, 376, 256, 180, 478, 864, 779, 593, 599]",128,[]
3,"[2, 354, 107, 686, 437, 727, 826, 845, 340, 502, 265, 507, 263, 681, 784, 602, 731, 451, 359, 762, 517, 550, 783, 245, 217, 740, 710, 585, 147, 96, 139, 1006, 575, 325, 392, 171, 893, 940, 249, 288, 810, 976, 280, 577, 966, 296, 842, 466, 449, 389, 300, 786, 531, 858, 925, 319, 759, 150, 471, 497, 181, 982, 428, 589, 590, 721, 318, 902, 780, 112, 370, 388, 137, 618, 746, 809, 493, 694, 56, 97, 16, 848, 774, 494, 1008, 730, 75, 907, 211, 62, 228, 422, 971, 857, 194, 787, 153, 895, 161, 358, 979, 443, 322, 131, 518, 793, 160, 522, 140, 235, 654, 89, 317, 148, 937, 892, 510, 72, 754, 767, 128, 326, 337, 866, 463, 59, 765, 267]",128,[]
4,"[0, 610, 178, 400, 530, 469, 87, 803, 6, 368, 306, 534, 679, 492, 652, 532, 346, 648, 330, 1004, 942, 216, 974, 622, 183, 122, 699, 548, 997, 210, 182, 959, 199, 649, 204, 718, 796, 164, 487, 425, 844, 813, 742, 38, 578, 303, 313, 964, 790, 696, 253, 35, 776, 1005, 604, 861, 4, 875, 591, 528, 852, 290, 457, 78, 1011, 859, 209, 712, 241, 21, 484, 230, 853, 26, 252, 69, 841, 653, 986, 219, 805, 175, 503, 442, 8, 1000, 722, 179, 757, 525, 338, 441, 154, 286, 808, 748, 57, 571, 674, 489, 524, 271, 945, 496, 201, 82, 724, 474, 963, 596, 374, 222, 287, 898, 233, 782, 22, 200, 558, 695, 376, 256, 180, 478, 864, 779, 593, 599]",128,[]
5,"[0, 610]",1,[]
6,"[0, 610, 178, 400, 530, 469, 87, 803, 6, 368, 306, 534, 679, 492, 652, 532, 346, 648, 330, 1004, 942, 216, 974, 622, 183, 122, 699, 548, 997, 210, 182, 959]",32,[]
7,"[1, 867]",1,[]
8,"[0, 610]",2,[]
9,"[1, 867]",1,[]
10,"[0, 610]",1,[]
11,"[0, 610]",1,[]
12,"[0, 610, 178, 400, 530, 469, 87, 803, 6, 368, 306, 534, 679, 492, 652, 532, 346, 648, 330, 1004, 942, 216, 974, 622, 183, 122, 699, 548, 997, 210, 182, 959]",32,[]
13,"[1, 867]",1,[]
14,"[0, 610, 178, 400, 530, 469, 87, 803, 6, 368, 306, 534, 679, 492, 652, 532, 346, 648, 330, 1004, 942, 216, 974, 622, 183, 122, 699, 548, 997, 210, 182, 959]",32,[]
15,"[1, 867, 366, 880, 342, 93, 63, 897, 98, 932, 390, 271, 305, 49, 920, 1019, 415, 647, 111, 533, 120, 149, 363, 872, 649, 491, 92, 133, 454, 716, 15, 879]",32,[]
16,"[0, 610, 178, 400, 530, 469, 87, 803, 6, 368, 306, 534, 679, 492, 652, 532, 346, 648, 330, 1004, 942, 216, 974, 622, 183, 122, 699, 548, 997, 210, 182, 959]",32,[]
17,"[0, 610, 178, 400]",4,[]
18,"[1, 867, 366, 880, 342, 93, 63, 897, 98, 932, 390, 271, 305, 49, 920, 1019, 415, 647, 111, 533, 120, 149, 363, 872, 649, 491, 92, 133, 454, 716, 15, 879]",32,[]
19,"[0, 610, 178, 400]",4,[]
20,"[0, 610, 178, 400, 530, 469, 87, 803, 6, 368, 306, 534, 679, 492, 652, 532, 346, 648, 330, 1004, 942, 216, 974, 622, 183, 122, 699, 548, 997, 210, 182, 959]",32,[]
21,"[1, 867, 366, 880]",4,[]
22,"[2, 354, 107, 686, 437, 727, 826, 845, 15, 340, 502, 1016, 480, 164, 265, 779]",16,[]
23,"[0, 610]",1,[]
24,"[0, 610, 178, 400, 530, 469, 87, 803, 6, 368, 306, 534, 679, 492, 652, 532, 346, 648, 330, 1004, 942, 216, 974, 622, 183, 122, 699, 548, 997, 210, 182, 959]",32,[]
25,"[0, 610, 178, 400, 530, 469, 87, 803, 6, 368, 306, 534, 679, 492, 652, 532, 346, 648, 330, 1004, 942, 216, 974, 622, 183, 122, 699, 548, 997, 210, 182, 959]",32,[]
26,"[1, 867]",1,[]
27,"[1, 867, 366, 880]",4,[]
28,"[2, 354, 107, 686, 437, 727, 826, 845, 15, 340, 502, 1016, 480, 164, 265, 779]",16,[]
29,"[0, 610]",1,[]
30,"[0, 610, 178, 400]",4,[]
31,"[0, 610]",1,[]
32,"[0, 610, 178, 400]",4,[]
