,queue jobs,utilization
0,1,0.001953125
1,0,0.0439453125
2,0,0.146484375
3,0,0.0908203125
4,0,0.0654296875
5,0,0.1865234375
6,10,0.171875
7,0,0.11328125
8,1,0.1103515625
9,0,0.123046875
10,0,0.03125
11,3,0.02734375
12,0,0.0546875
13,0,0.052734375
14,0,0.0205078125
15,0,0.0205078125
16,1,0.03515625
17,4,0.013671875
18,0,0.013671875
19,0,0.013671875
20,0,0.0361328125
21,0,0.0986328125
22,0,0.1064453125
23,0,0.1044921875
24,0,0.04296875
25,1,0.03125
26,0,0.0791015625
27,0,0.1015625
28,8,0.0517578125
29,0,0.130859375
30,0,0.1259765625
31,0,0.1220703125
32,0,0.1279296875
33,0,0.064453125
34,0,0.064453125
35,0,0.0859375
36,0,0.041015625
37,0,0.1044921875
38,4,0.171875
39,0,0.0947265625
40,0,0.0908203125
41,0,0.0791015625
42,0,0.0791015625
43,1,0.1279296875
44,0,0.1142578125
45,0,0.05859375
46,14,0.0927734375
47,0,0.1220703125
48,0,0.1015625
49,1,0.0869140625
50,0,0.06640625
51,0,0.083984375
52,0,0.0888671875
53,0,0.267578125
54,0,0.216796875
55,0,0.1337890625
56,0,0.1298828125
57,4,0.083984375
58,0,0.09765625
59,0,0.041015625
60,0,0.12890625
61,0,0.146484375
62,7,0.1650390625
63,4,0.21875
64,0,0.13671875
65,0,0.0830078125
66,0,0.0751953125
67,0,0.0830078125
68,6,0.068359375
69,0,0.0263671875
70,0,0.0615234375
71,0,0.068359375
72,0,0.0517578125
73,0,0.0478515625
74,0,0.0302734375
75,0,0.0263671875
76,0,0.0341796875
77,0,0.0302734375
78,0,0.1279296875
79,0,0.0341796875
80,0,0.04296875
81,0,0.0244140625
82,0,0.0302734375
83,0,0.0400390625
84,0,0.0283203125
85,0,0.0205078125
86,0,0.0205078125
87,0,0.0
