,hosts,number of nodes,switches
0,"[0, 546, 35, 358, 40, 665, 857, 877, 688, 691, 567, 604, 33, 37, 593, 344, 30, 576, 1004, 174, 623, 209, 581, 627, 439, 570, 764, 673, 71, 1003, 408, 926, 164, 582, 457, 692, 713, 132, 969, 686, 916, 631, 32, 896, 236, 472, 158, 290, 839, 299, 47, 493, 814, 531, 313, 947, 247, 819, 809, 351, 768, 781, 180, 1022, 353, 421, 202, 12, 259, 833, 579, 459, 560, 785, 1001, 935, 913, 242, 672, 453, 870, 872, 703, 496, 677, 393, 334, 144, 422, 1002, 171, 1009, 607, 848, 24, 794, 60, 29, 6, 113, 753, 532, 218, 481, 845, 878, 119, 574, 557, 636, 385, 69, 873, 59, 641, 548, 970, 395, 960, 884, 1012, 123, 606, 705, 777, 370, 510, 227]",128,[]
1,"[2, 34, 469, 279, 444, 829, 95, 456, 616, 561, 757, 373, 292, 44, 556, 852, 798, 288, 417, 585, 724, 116, 482, 356, 258, 685, 448, 507, 41, 882, 379, 584, 175, 954, 478, 512, 296, 650, 697, 800, 583, 880, 183, 992, 997, 917, 861, 382, 203, 392, 555, 1006, 121, 712, 717, 340, 700, 419, 332, 176, 644, 1000, 137, 776, 565, 544, 365, 634, 701, 252, 492, 726, 536, 860, 320, 100, 197, 146, 569, 610, 134, 681, 303, 349, 689, 822, 921, 221, 483, 663, 238, 999, 321, 934, 985, 927, 230, 521, 364, 435, 248, 485, 199, 682, 468, 62, 586, 494, 592, 657, 508, 910, 433, 600, 350, 13, 185, 734, 423, 647, 949, 118, 476, 842, 498, 23, 1023, 849]",128,[]
2,"[0, 546, 35, 358, 40, 665, 857, 877, 688, 691, 567, 604, 33, 37, 593, 344, 30, 576, 1004, 174, 623, 209, 581, 627, 439, 570, 764, 673, 71, 1003, 408, 926, 164, 582, 457, 692, 713, 132, 969, 686, 916, 631, 32, 896, 236, 472, 158, 290, 839, 299, 47, 493, 814, 531, 313, 947, 247, 819, 809, 351, 768, 781, 180, 1022, 353, 421, 202, 12, 259, 833, 579, 459, 560, 785, 1001, 935, 913, 242, 672, 453, 870, 872, 703, 496, 677, 393, 334, 144, 422, 1002, 171, 1009, 607, 848, 24, 794, 60, 29, 6, 113, 753, 532, 218, 481, 845, 878, 119, 574, 557, 636, 385, 69, 873, 59, 641, 548, 970, 395, 960, 884, 1012, 123, 606, 705, 777, 370, 510, 227]",128,[]
3,"[5, 580, 389, 300, 977, 1011, 511, 652, 400, 817, 808, 9, 301, 237, 195, 390, 707, 277, 965, 267, 273, 889, 642, 847, 660, 188, 97, 74, 603, 683, 172, 723, 327, 908, 308, 614, 270, 471, 377, 514, 80, 211, 151, 678, 871, 956, 637, 289, 324, 169, 214, 328, 971, 149, 568, 667, 77, 375, 156, 669, 638, 160, 929, 615, 88, 473, 4, 46, 914, 339, 940, 813, 399, 208, 626, 416, 664, 489, 75, 141, 186, 770, 648, 876, 219, 291, 11, 204, 563, 153, 928, 932, 564, 898, 22, 887, 474, 863, 937, 93, 278, 925, 578, 907, 562, 467, 68, 446, 801, 596, 61, 449, 939, 337, 760, 177, 1005, 16, 145, 371, 3, 98, 8, 904, 635, 961, 806, 1021]",128,[]
4,"[0, 546, 35, 358, 40, 665, 857, 877, 688, 691, 567, 604, 33, 37, 593, 344, 30, 576, 1004, 174, 623, 209, 581, 627, 439, 570, 764, 673, 71, 1003, 408, 926, 164, 582, 457, 692, 713, 132, 969, 686, 916, 631, 32, 896, 236, 472, 158, 290, 839, 299, 47, 493, 814, 531, 313, 947, 247, 819, 809, 351, 768, 781, 180, 1022, 353, 421, 202, 12, 259, 833, 579, 459, 560, 785, 1001, 935, 913, 242, 672, 453, 870, 872, 703, 496, 677, 393, 334, 144, 422, 1002, 171, 1009, 607, 848, 24, 794, 60, 29, 6, 113, 753, 532, 218, 481, 845, 878, 119, 574, 557, 636, 385, 69, 873, 59, 641, 548, 970, 395, 960, 884, 1012, 123, 606, 705, 777, 370, 510, 227]",128,[]
5,"[0, 546]",1,[]
6,"[0, 546, 35, 358, 40, 665, 857, 877, 688, 691, 567, 604, 33, 37, 593, 344, 30, 576, 1004, 174, 623, 209, 581, 627, 439, 570, 764, 673, 71, 1003, 408, 926]",32,[]
7,"[0, 546]",1,[]
8,"[0, 546]",2,[]
9,"[1, 933]",1,[]
