,hosts,number of nodes,switches
0,"[(0, 5, 5), (7, 5, 5), (0, 4, 5), (0, 5, 6), (1, 5, 5), (0, 6, 5), (0, 5, 4), (7, 5, 4), (7, 4, 5), (7, 5, 6), (7, 6, 5), (6, 5, 5), (0, 4, 4), (0, 3, 5), (1, 4, 5), (0, 4, 6), (0, 6, 6), (1, 5, 6), (0, 5, 7), (1, 6, 5), (2, 5, 5), (1, 5, 4), (0, 6, 4), (0, 7, 5), (0, 5, 3), (7, 4, 4), (7, 5, 3), (7, 6, 4), (6, 5, 4), (6, 4, 5), (7, 4, 6), (7, 3, 5), (7, 6, 6), (6, 5, 6), (7, 5, 7), (7, 7, 5), (6, 6, 5), (5, 5, 5), (1, 4, 4), (0, 3, 4), (0, 4, 3), (0, 2, 5), (1, 3, 5), (0, 3, 6), (2, 4, 5), (1, 4, 6), (0, 4, 7), (0, 6, 7), (1, 6, 6), (0, 7, 6), (1, 5, 7), (2, 5, 6), (0, 5, 8), (1, 7, 5), (1, 6, 4), (2, 6, 5), (2, 5, 4), (3, 5, 5), (1, 5, 3), (0, 6, 3), (0, 7, 4), (0, 0, 5), (0, 5, 2), (6, 4, 4), (7, 3, 4), (7, 4, 3), (6, 5, 3), (7, 6, 3), (7, 5, 2), (7, 7, 4), (6, 6, 4), (5, 5, 4), (5, 4, 5), (6, 3, 5), (6, 4, 6), (7, 4, 7), (7, 3, 6), (7, 2, 5), (7, 7, 6), (7, 6, 7), (6, 6, 6), (5, 5, 6), (6, 5, 7), (7, 5, 8), (6, 7, 5), (7, 0, 5), (5, 6, 5), (4, 5, 5), (1, 4, 3), (1, 3, 4), (2, 4, 4), (0, 3, 3), (0, 2, 4), (0, 4, 2), (0, 2, 6), (1, 2, 5), (0, 1, 5), (2, 3, 5), (1, 3, 6), (0, 3, 7), (2, 4, 6), (3, 4, 5), (1, 4, 7), (0, 4, 8), (0, 7, 7), (0, 6, 8), (1, 6, 7), (2, 6, 6), (1, 7, 6), (0, 0, 6), (1, 5, 8), (2, 5, 7), (3, 5, 6), (0, 5, 9), (1, 7, 4), (1, 0, 5), (2, 7, 5), (1, 6, 3), (2, 6, 4), (3, 6, 5), (3, 5, 4), (2, 5, 3), (1, 5, 2), (0, 6, 2), (0, 7, 3), (0, 0, 4), (0, 5, 1), (6, 3, 4)]",128,[]
1,"[(1, 2, 8), (1, 2, 7), (2, 2, 8), (0, 2, 8), (1, 3, 8), (1, 1, 8), (1, 2, 9), (0, 2, 7), (1, 3, 7), (1, 2, 6), (2, 2, 7), (1, 1, 7), (2, 1, 8), (2, 2, 9), (3, 2, 8), (2, 3, 8), (0, 1, 8), (0, 2, 9), (0, 3, 8), (7, 2, 8), (1, 3, 9), (1, 4, 8), (1, 1, 9), (1, 0, 8), (1, 2, 10), (0, 1, 7), (7, 2, 7), (2, 3, 7), (1, 1, 6), (2, 2, 6), (2, 1, 7), (3, 2, 7), (1, 0, 7), (2, 1, 9), (3, 1, 8), (2, 0, 8), (2, 3, 9), (2, 2, 10), (3, 2, 9), (4, 2, 8), (3, 3, 8), (2, 4, 8), (7, 1, 8), (0, 0, 8), (0, 1, 9), (7, 2, 9), (0, 3, 9), (0, 2, 10), (7, 3, 8), (6, 2, 8), (1, 4, 9), (1, 3, 10), (1, 0, 9), (1, 1, 10), (1, 7, 8), (1, 2, 11), (0, 0, 7), (7, 1, 7), (0, 1, 6), (7, 2, 6), (6, 2, 7), (7, 3, 7), (2, 4, 7), (2, 3, 6), (3, 3, 7), (1, 0, 6), (1, 1, 5), (2, 1, 6), (2, 2, 5), (3, 2, 6), (2, 0, 7), (3, 1, 7), (4, 2, 7), (1, 7, 7), (3, 1, 9), (2, 1, 10), (2, 0, 9), (4, 1, 8), (3, 0, 8), (2, 7, 8), (2, 4, 9), (3, 3, 9), (2, 3, 10), (2, 2, 11), (3, 2, 10), (4, 2, 9), (5, 2, 8), (4, 3, 8), (3, 4, 8), (2, 5, 8), (6, 1, 8), (7, 1, 9), (7, 0, 8), (0, 0, 9), (0, 7, 8), (0, 1, 10), (7, 3, 9), (6, 2, 9), (7, 2, 10), (0, 3, 10), (0, 4, 9), (0, 2, 11), (6, 3, 8), (7, 4, 8), (1, 5, 9), (1, 4, 10), (1, 3, 11), (1, 7, 9), (1, 0, 10), (1, 1, 11), (1, 6, 8), (1, 2, 12), (7, 0, 7), (6, 1, 7), (7, 1, 6), (6, 2, 6), (5, 2, 7), (6, 3, 7), (3, 4, 7), (3, 3, 6), (4, 3, 7), (2, 0, 6), (2, 1, 5), (1, 1, 4), (3, 1, 6), (3, 2, 5), (2, 2, 4), (4, 2, 6)]",128,[]
2,"[(0, 5, 5), (7, 5, 5), (0, 4, 5), (0, 5, 6), (1, 5, 5), (0, 6, 5), (0, 5, 4), (7, 5, 4), (7, 4, 5), (7, 5, 6), (7, 6, 5), (6, 5, 5), (0, 4, 4), (0, 3, 5), (1, 4, 5), (0, 4, 6), (0, 6, 6), (1, 5, 6), (0, 5, 7), (1, 6, 5), (2, 5, 5), (1, 5, 4), (0, 6, 4), (0, 7, 5), (0, 5, 3), (7, 4, 4), (7, 5, 3), (7, 6, 4), (6, 5, 4), (6, 4, 5), (7, 4, 6), (7, 3, 5), (7, 6, 6), (6, 5, 6), (7, 5, 7), (7, 7, 5), (6, 6, 5), (5, 5, 5), (1, 4, 4), (0, 3, 4), (0, 4, 3), (0, 2, 5), (1, 3, 5), (0, 3, 6), (2, 4, 5), (1, 4, 6), (0, 4, 7), (0, 6, 7), (1, 6, 6), (0, 7, 6), (1, 5, 7), (2, 5, 6), (0, 5, 8), (1, 7, 5), (1, 6, 4), (2, 6, 5), (2, 5, 4), (3, 5, 5), (1, 5, 3), (0, 6, 3), (0, 7, 4), (0, 0, 5), (0, 5, 2), (6, 4, 4), (7, 3, 4), (7, 4, 3), (6, 5, 3), (7, 6, 3), (7, 5, 2), (7, 7, 4), (6, 6, 4), (5, 5, 4), (5, 4, 5), (6, 3, 5), (6, 4, 6), (7, 4, 7), (7, 3, 6), (7, 2, 5), (7, 7, 6), (7, 6, 7), (6, 6, 6), (5, 5, 6), (6, 5, 7), (7, 5, 8), (6, 7, 5), (7, 0, 5), (5, 6, 5), (4, 5, 5), (1, 4, 3), (1, 3, 4), (2, 4, 4), (0, 3, 3), (0, 2, 4), (0, 4, 2), (0, 2, 6), (1, 2, 5), (0, 1, 5), (2, 3, 5), (1, 3, 6), (0, 3, 7), (2, 4, 6), (3, 4, 5), (1, 4, 7), (0, 4, 8), (0, 7, 7), (0, 6, 8), (1, 6, 7), (2, 6, 6), (1, 7, 6), (0, 0, 6), (1, 5, 8), (2, 5, 7), (3, 5, 6), (0, 5, 9), (1, 7, 4), (1, 0, 5), (2, 7, 5), (1, 6, 3), (2, 6, 4), (3, 6, 5), (3, 5, 4), (2, 5, 3), (1, 5, 2), (0, 6, 2), (0, 7, 3), (0, 0, 4), (0, 5, 1), (6, 3, 4)]",128,[]
3,"[(6, 0, 14), (7, 0, 14), (6, 7, 14), (5, 0, 14), (6, 1, 14), (6, 0, 13), (6, 0, 15), (0, 0, 14), (7, 0, 15), (7, 7, 14), (7, 1, 14), (7, 0, 13), (6, 7, 15), (5, 7, 14), (6, 6, 14), (6, 7, 13), (4, 0, 14), (5, 0, 15), (5, 0, 13), (5, 1, 14), (6, 2, 14), (6, 1, 13), (6, 1, 15), (6, 0, 12), (6, 0, 0), (0, 7, 14), (0, 0, 13), (0, 1, 14), (0, 0, 15), (1, 0, 14), (7, 0, 0), (7, 1, 15), (7, 7, 15), (7, 7, 13), (7, 6, 14), (7, 2, 14), (7, 1, 13), (7, 0, 12), (5, 7, 15), (6, 7, 0), (6, 6, 15), (4, 7, 14), (5, 7, 13), (5, 6, 14), (6, 5, 14), (6, 6, 13), (6, 7, 12), (4, 0, 15), (4, 0, 13), (4, 1, 14), (3, 0, 14), (5, 0, 0), (5, 1, 15), (5, 1, 13), (5, 0, 12), (5, 2, 14), (6, 2, 15), (6, 2, 13), (6, 3, 14), (6, 1, 12), (6, 1, 0), (6, 0, 11), (6, 0, 1), (1, 7, 14), (0, 7, 15), (0, 7, 13), (0, 6, 14), (0, 1, 13), (0, 0, 12), (1, 0, 13), (0, 2, 14), (1, 1, 14), (0, 1, 15), (1, 0, 15), (0, 0, 0), (2, 0, 14), (7, 0, 1), (7, 7, 0), (7, 1, 0), (7, 2, 15), (7, 6, 15), (7, 6, 13), (7, 7, 12), (7, 5, 14), (7, 3, 14), (7, 2, 13), (7, 1, 12), (7, 0, 11), (5, 7, 0), (4, 7, 15), (5, 6, 15), (6, 7, 1), (6, 6, 0), (6, 5, 15), (4, 6, 14), (4, 7, 13), (3, 7, 14), (5, 6, 13), (5, 7, 12), (5, 5, 14), (6, 4, 14), (6, 5, 13), (6, 6, 12), (6, 7, 11), (4, 0, 0), (3, 0, 15), (4, 1, 15), (4, 0, 12), (3, 0, 13), (4, 1, 13), (3, 1, 14), (4, 2, 14), (5, 0, 1), (5, 1, 0), (5, 2, 15), (5, 2, 13), (5, 1, 12), (5, 0, 11), (5, 3, 14), (6, 2, 0), (6, 3, 15), (6, 3, 13), (6, 2, 12), (6, 1, 11), (6, 1, 1), (6, 0, 10), (6, 0, 2), (2, 7, 14)]",128,[]
4,"[(0, 5, 5), (7, 5, 5), (0, 4, 5), (0, 5, 6), (1, 5, 5), (0, 6, 5), (0, 5, 4), (7, 5, 4), (7, 4, 5), (7, 5, 6), (7, 6, 5), (6, 5, 5), (0, 4, 4), (0, 3, 5), (1, 4, 5), (0, 4, 6), (0, 6, 6), (1, 5, 6), (0, 5, 7), (1, 6, 5), (2, 5, 5), (1, 5, 4), (0, 6, 4), (0, 7, 5), (0, 5, 3), (7, 4, 4), (7, 5, 3), (7, 6, 4), (6, 5, 4), (6, 4, 5), (7, 4, 6), (7, 3, 5), (7, 6, 6), (6, 5, 6), (7, 5, 7), (7, 7, 5), (6, 6, 5), (5, 5, 5), (1, 4, 4), (0, 3, 4), (0, 4, 3), (0, 2, 5), (1, 3, 5), (0, 3, 6), (2, 4, 5), (1, 4, 6), (0, 4, 7), (0, 6, 7), (1, 6, 6), (0, 7, 6), (1, 5, 7), (2, 5, 6), (0, 5, 8), (1, 7, 5), (1, 6, 4), (2, 6, 5), (2, 5, 4), (3, 5, 5), (1, 5, 3), (0, 6, 3), (0, 7, 4), (0, 0, 5), (0, 5, 2), (6, 4, 4), (7, 3, 4), (7, 4, 3), (6, 5, 3), (7, 6, 3), (7, 5, 2), (7, 7, 4), (6, 6, 4), (5, 5, 4), (5, 4, 5), (6, 3, 5), (6, 4, 6), (7, 4, 7), (7, 3, 6), (7, 2, 5), (7, 7, 6), (7, 6, 7), (6, 6, 6), (5, 5, 6), (6, 5, 7), (7, 5, 8), (6, 7, 5), (7, 0, 5), (5, 6, 5), (4, 5, 5), (1, 4, 3), (1, 3, 4), (2, 4, 4), (0, 3, 3), (0, 2, 4), (0, 4, 2), (0, 2, 6), (1, 2, 5), (0, 1, 5), (2, 3, 5), (1, 3, 6), (0, 3, 7), (2, 4, 6), (3, 4, 5), (1, 4, 7), (0, 4, 8), (0, 7, 7), (0, 6, 8), (1, 6, 7), (2, 6, 6), (1, 7, 6), (0, 0, 6), (1, 5, 8), (2, 5, 7), (3, 5, 6), (0, 5, 9), (1, 7, 4), (1, 0, 5), (2, 7, 5), (1, 6, 3), (2, 6, 4), (3, 6, 5), (3, 5, 4), (2, 5, 3), (1, 5, 2), (0, 6, 2), (0, 7, 3), (0, 0, 4), (0, 5, 1), (6, 3, 4)]",128,[]
5,"[(0, 5, 5), (7, 5, 5)]",1,[]
6,"[(0, 5, 5), (7, 5, 5), (0, 4, 5), (0, 5, 6), (1, 5, 5), (0, 6, 5), (0, 5, 4), (7, 5, 4), (7, 4, 5), (7, 5, 6), (7, 6, 5), (6, 5, 5), (0, 4, 4), (0, 3, 5), (1, 4, 5), (0, 4, 6), (0, 6, 6), (1, 5, 6), (0, 5, 7), (1, 6, 5), (2, 5, 5), (1, 5, 4), (0, 6, 4), (0, 7, 5), (0, 5, 3), (7, 4, 4), (7, 5, 3), (7, 6, 4), (6, 5, 4), (6, 4, 5), (7, 4, 6), (7, 3, 5)]",32,[]
7,"[(1, 2, 8), (1, 2, 7)]",1,[]
8,"[(0, 5, 5), (7, 5, 5)]",2,[]
9,"[(1, 2, 8), (1, 2, 7)]",1,[]
