,hosts,number of nodes,switches
0,"[0, 288, 234, 661, 790, 120, 618, 870, 877, 399, 984, 671, 885, 954, 955, 604, 318, 773, 135, 687, 308, 890, 138, 80, 761, 764, 869, 407, 959, 637, 159, 37]",32,[]
1,"[1, 775, 649, 942, 562, 526, 598, 865, 783, 920, 472, 189, 238, 979, 253, 286, 297, 397, 462, 463, 569, 66, 292, 299, 484, 449, 854, 311, 1002, 427, 595, 883, 884, 544, 968, 43, 1015, 673, 900, 645]",40,[]
2,"[2, 846, 498, 1023, 1020, 30, 95, 737, 200, 939, 180, 349, 392, 523, 144, 851, 91, 970, 346, 219, 602, 298, 722, 690, 211, 405, 911, 503, 504, 892, 608, 929, 36, 913, 914, 1009, 153, 861, 960, 5]",40,[]
3,"[1, 775, 649, 942, 562, 526, 598, 865]",8,[]
4,"[3, 619, 721, 555, 817, 1014, 376, 736]",8,[]
5,"[4, 833, 181, 786, 917, 278, 21, 488]",8,[]
6,"[6, 513, 517, 321, 275, 981, 895, 495]",8,[]
7,"[7, 258, 681, 820, 758, 605, 255, 872]",8,[]
8,"[8, 289, 364, 84, 606, 998, 617, 15]",8,[]
9,"[9, 32, 835, 632, 145, 56, 537, 194]",8,[]
10,"[10, 516, 458, 627, 734, 543, 466, 663]",8,[]
11,"[11, 641, 644, 647, 40, 812, 662, 339]",8,[]
12,"[6, 513, 517, 321, 275, 981, 895, 495]",8,[]
13,"[9, 32, 835, 632, 145, 56, 537, 194, 67, 660, 733, 926, 352, 549, 58, 509, 416, 673, 944, 919, 986, 270, 975, 696, 380, 862, 576, 584, 142, 904, 345, 196, 104, 590, 827, 60, 485, 423, 51, 327]",40,[]
14,"[2, 846, 498, 1023, 1020, 30, 95, 737]",8,[]
15,"[5, 259, 456, 200, 636, 317, 172, 1010, 470, 439, 633, 770, 612, 722, 85, 1022, 960, 468, 760, 669, 940, 208, 370, 947, 539, 709, 903, 905, 635, 100, 374, 414, 639, 836, 198, 13, 915, 788, 560, 572]",40,[]
16,"[9, 32, 835, 632, 145, 56, 537, 194, 67, 660, 733, 926, 352, 549, 58, 509, 416, 673, 944, 919, 986, 270, 975, 696, 380, 862, 576, 584, 142, 904, 345, 196, 104, 590, 827, 60, 485, 423, 51, 327]",40,[]
17,"[2, 846, 498, 1023, 1020, 30, 95, 737]",8,[]
18,"[5, 259, 456, 495, 200, 636, 317, 172]",8,[]
