,hosts,number of nodes,switches
0,"[0, 898, 259, 205, 237, 436, 542, 37, 523, 109, 464, 795, 707, 972, 654, 272, 118, 32, 783, 849, 213, 139, 548, 267, 339, 319, 418, 587, 301, 271, 506, 520, 15, 277, 407, 947, 885, 279, 1017, 95, 96, 128, 967, 341, 438, 969, 140, 51, 731, 958, 461, 144, 945, 599, 59, 868, 486, 529, 986, 126, 512, 228, 273, 725, 834, 453, 938, 655, 728, 101, 344, 340, 23, 664, 896, 962, 774, 54, 829, 484, 210, 918, 567, 290, 395, 397, 824, 741, 648, 1008, 435, 247, 992, 108, 755, 536, 380, 600, 152, 220, 895, 935, 428, 77, 595, 156, 294, 912, 977, 378, 830, 455, 680, 270, 566, 299, 236, 17, 767, 481, 676, 212, 758, 20, 514, 195, 651, 817]",128,[]
1,"[2, 33, 260, 325, 246, 473, 729, 387, 908, 764, 414, 165, 332, 1005, 625, 124, 807, 942, 687, 84, 476, 677, 713, 12, 735, 579, 744, 426, 500, 249, 545, 581, 993, 652, 169, 10, 1006, 351, 897, 393, 810, 250, 164, 496, 471, 584, 180, 181, 637, 286, 933, 238, 83, 955, 511, 454, 650, 336, 404, 989, 427, 557, 472, 282, 348, 385, 964, 773, 276, 699, 953, 127, 69, 400, 292, 816, 979, 30, 513, 488, 649, 592, 798, 802, 499, 311, 349, 811, 50, 884, 954, 519, 560, 980, 926, 415, 866, 771, 642, 173, 450, 452, 102, 970, 976, 65, 673, 364, 782, 146, 609, 244, 822, 602, 215, 721, 692, 663, 377, 708, 75, 211, 701, 42, 591, 289, 578, 230]",128,[]
2,"[0, 898, 259, 205, 237, 436, 542, 37, 523, 109, 464, 795, 707, 972, 654, 272, 118, 32, 783, 849, 213, 139, 548, 267, 339, 319, 418, 587, 301, 271, 506, 520, 15, 277, 407, 947, 885, 279, 1017, 95, 96, 128, 967, 341, 438, 969, 140, 51, 731, 958, 461, 144, 945, 599, 59, 868, 486, 529, 986, 126, 512, 228, 273, 725, 834, 453, 938, 655, 728, 101, 344, 340, 23, 664, 896, 962, 774, 54, 829, 484, 210, 918, 567, 290, 395, 397, 824, 741, 648, 1008, 435, 247, 992, 108, 755, 536, 380, 600, 152, 220, 895, 935, 428, 77, 595, 156, 294, 912, 977, 378, 830, 455, 680, 270, 566, 299, 236, 17, 767, 481, 676, 212, 758, 20, 514, 195, 651, 817]",128,[]
3,"[9, 322, 867, 966, 910, 791, 505, 943, 528, 179, 539, 577, 175, 532, 668, 845, 305, 916, 597, 553, 525, 857, 796, 575, 194, 330, 689, 999, 491, 221, 357, 262, 564, 856, 359, 71, 876, 872, 572, 1012, 580, 593, 178, 309, 759, 871, 813, 52, 417, 424, 85, 381, 263, 715, 847, 786, 135, 399, 538, 350, 997, 394, 316, 645, 546, 487, 45, 432, 39, 747, 431, 413, 736, 930, 981, 863, 904, 681, 411, 287, 722, 466, 214, 382, 748, 985, 672, 234, 405, 216, 957, 837, 229, 353, 965, 1010, 836, 934, 489, 848, 119, 565, 376, 129, 719, 742, 559, 307, 635, 358, 134, 202, 337, 950, 44, 911, 53, 730, 660, 182, 342, 1019, 574, 718, 691, 1007, 257, 516]",128,[]
4,"[0, 898, 259, 205, 237, 436, 542, 37, 523, 109, 464, 795, 707, 972, 654, 272, 118, 32, 783, 849, 213, 139, 548, 267, 339, 319, 418, 587, 301, 271, 506, 520, 15, 277, 407, 947, 885, 279, 1017, 95, 96, 128, 967, 341, 438, 969, 140, 51, 731, 958, 461, 144, 945, 599, 59, 868, 486, 529, 986, 126, 512, 228, 273, 725, 834, 453, 938, 655, 728, 101, 344, 340, 23, 664, 896, 962, 774, 54, 829, 484, 210, 918, 567, 290, 395, 397, 824, 741, 648, 1008, 435, 247, 992, 108, 755, 536, 380, 600, 152, 220, 895, 935, 428, 77, 595, 156, 294, 912, 977, 378, 830, 455, 680, 270, 566, 299, 236, 17, 767, 481, 676, 212, 758, 20, 514, 195, 651, 817]",128,[]
5,"[0, 898]",1,[]
6,"[0, 898, 259, 205, 237, 436, 542, 37, 523, 109, 464, 795, 707, 972, 654, 272, 118, 32, 783, 849, 213, 139, 548, 267, 339, 319, 418, 587, 301, 271, 506, 520]",32,[]
7,"[1, 562]",1,[]
8,"[0, 898]",2,[]
9,"[1, 562]",1,[]
10,"[0, 898]",1,[]
11,"[0, 898]",1,[]
12,"[0, 898, 259, 205, 237, 436, 542, 37, 523, 109, 464, 795, 707, 972, 654, 272, 118, 32, 783, 849, 213, 139, 548, 267, 339, 319, 418, 587, 301, 271, 506, 520]",32,[]
13,"[1, 562]",1,[]
14,"[0, 898, 259, 205, 237, 436, 542, 37, 523, 109, 464, 795, 707, 972, 654, 272, 118, 32, 783, 849, 213, 139, 548, 267, 339, 319, 418, 587, 301, 271, 506, 520]",32,[]
15,"[1, 562, 405, 599, 441, 570, 223, 841, 275, 820, 280, 796, 521, 627, 410, 1020, 555, 402, 374, 185, 424, 298, 172, 15, 1007, 773, 656, 336, 216, 696, 52, 694]",32,[]
16,"[0, 898, 259, 205, 237, 436, 542, 37, 523, 109, 464, 795, 707, 972, 654, 272, 118, 32, 783, 849, 213, 139, 548, 267, 339, 319, 418, 587, 301, 271, 506, 520]",32,[]
17,"[0, 898, 259, 205]",4,[]
18,"[1, 562, 405, 599, 441, 570, 223, 841, 301, 275, 820, 280, 796, 521, 627, 410, 1020, 555, 464, 402, 374, 185, 424, 298, 172, 15, 1007, 773, 656, 336, 216, 506]",32,[]
19,"[0, 898, 259, 205]",4,[]
20,"[0, 898, 259, 205, 237, 436, 542, 37, 523, 109, 464, 795, 707, 972, 654, 272, 118, 32, 783, 849, 213, 139, 548, 267, 339, 319, 418, 587, 301, 271, 506, 520]",32,[]
21,"[1, 562, 405, 599]",4,[]
22,"[2, 33, 260, 325, 246, 473, 729, 387, 908, 126, 764, 414, 165, 332, 1005, 625]",16,[]
23,"[3, 224]",1,[]
24,"[0, 898, 259, 205, 237, 436, 542, 37, 523, 109, 464, 795, 707, 972, 654, 272, 118, 32, 783, 849, 213, 139, 548, 267, 339, 319, 418, 587, 301, 271, 506, 520]",32,[]
25,"[0, 898, 259, 205, 237, 436, 542, 37, 523, 109, 464, 795, 707, 972, 654, 272, 118, 32, 783, 849, 213, 139, 548, 267, 339, 319, 418, 587, 301, 271, 506, 520]",32,[]
26,"[1, 562]",1,[]
27,"[0, 898, 259, 205]",4,[]
28,"[1, 562, 405, 599, 441, 570, 223, 841, 301, 275, 820, 280, 796, 521, 627, 410]",16,[]
29,"[0, 898]",1,[]
30,"[0, 898, 259, 205]",4,[]
31,"[0, 898]",1,[]
32,"[0, 898, 259, 205]",4,[]
33,"[0, 898, 259, 205, 237, 436, 542, 37, 523, 109, 464, 795, 707, 972, 654, 272, 118, 32, 783, 849, 213, 139, 548, 267, 339, 319, 418, 587, 271, 506, 520, 15]",32,[]
34,"[0, 898]",1,[]
35,"[2, 33, 260, 325]",4,[]
36,"[0, 898, 259, 205]",4,[]
37,"[0, 898, 259, 205, 237, 436, 542, 37, 523, 109, 464, 795, 707, 972, 654, 272, 118, 32, 783, 849, 213, 139, 548, 267, 339, 319, 418, 587, 271, 506, 520, 15]",32,[]
38,"[2, 33, 260, 325]",4,[]
39,"[2, 33]",1,[]
40,"[0, 898, 259, 205, 237, 436, 542, 37, 523, 109, 464, 795, 707, 972, 654, 272, 118, 32, 783, 849, 213, 139, 548, 267, 339, 319, 418, 587, 271, 506, 520, 15]",32,[]
41,"[2, 33]",1,[]
42,"[2, 33, 260, 325]",4,[]
43,"[3, 224]",1,[]
44,"[0, 898, 259, 205, 237, 436, 542, 37, 523, 109, 464, 795, 707, 972, 654, 272, 118, 32, 783, 849, 213, 139, 548, 267, 339, 319, 418, 587, 271, 506, 520, 15]",32,[]
45,"[1, 562, 405, 599]",4,[]
46,"[1, 562, 405, 599, 441, 570, 223, 841, 301, 275, 820, 280, 796, 521, 627, 410, 1020, 555, 402, 374, 185, 424, 298, 172, 1007, 773, 656, 336, 216, 696, 52, 694]",32,[]
47,"[0, 898, 259, 205, 237, 436, 542, 37, 523, 109, 464, 795, 707, 972, 654, 272]",16,[]
48,"[0, 898]",1,[]
49,"[0, 898, 259, 205, 237, 436, 542, 37, 523, 109, 464, 795, 707, 972, 654, 272, 118, 32, 783, 849, 213, 139, 548, 267, 339, 319, 418, 587, 301, 271, 506, 520]",32,[]
50,"[1, 562, 405, 599, 441, 570, 223, 841, 275, 820, 280, 796, 521, 627, 410, 1020, 555, 402, 374, 185, 424, 298, 172, 15, 1007, 773, 656, 336, 216, 696, 52, 694]",32,[]
51,"[0, 898, 259, 205, 237, 436, 542, 37, 523, 109, 464, 795, 707, 972, 654, 272]",16,[]
52,"[2, 33, 260, 325]",4,[]
53,"[3, 224, 362, 589, 912, 985, 894, 416, 137, 730, 731, 188, 609, 977, 378, 699]",16,[]
54,"[0, 898, 259, 205, 237, 436, 542, 37, 523, 109, 464, 795, 707, 972, 654, 272, 118, 32, 783, 849, 213, 139, 548, 267, 339, 319, 418, 587, 301, 271, 506, 520]",32,[]
55,"[2, 33, 260, 325, 246, 473, 729, 387, 908, 126, 764, 414, 165, 332, 1005, 625]",16,[]
56,"[1, 562, 405, 599, 441, 570, 223, 841, 275, 820, 280, 796, 521, 627, 410, 1020]",16,[]
57,"[2, 33]",1,[]
58,"[4, 994, 519, 60]",4,[]
59,"[1, 562, 405, 599, 441, 570, 223, 841, 275, 820, 280, 796, 521, 627, 410, 1020, 555, 402, 374, 185, 424, 298, 172, 15, 1007, 773, 656, 336, 216, 696, 52, 694]",32,[]
60,"[0, 898, 259, 205, 237, 436, 542, 37, 523, 109, 464, 795, 707, 972, 654, 272, 118, 32, 783, 849, 213, 139, 548, 267, 339, 319, 418, 587, 301, 271, 506, 520]",32,[]
61,"[1, 562, 405, 599]",4,[]
62,"[2, 33, 260, 325, 246, 473, 729, 387, 908, 126, 764, 414, 165, 332, 1005, 625, 124, 807, 942, 687, 84, 476, 677, 680, 713, 12, 735, 579, 744, 426, 500, 249]",32,[]
63,"[0, 898, 259, 205, 237, 436, 542, 37, 523, 109, 464, 795, 707, 972, 654, 272, 118, 32, 783, 849, 213, 139, 548, 267, 339, 319, 418, 587, 301, 271, 506, 520]",32,[]
64,"[1, 562, 405, 599]",4,[]
65,"[1, 562, 405, 599, 441, 570, 223, 841, 275, 820, 280, 796, 521, 627, 410, 1020, 555, 402, 374, 185, 424, 298, 172, 15, 1007, 773, 656, 336, 216, 696, 52, 694]",32,[]
66,"[2, 33]",1,[]
67,"[0, 898]",1,[]
68,"[0, 898, 259, 205, 237, 436, 542, 37, 523, 109, 464, 795, 707, 972, 654, 272, 118, 32, 783, 849, 213, 139, 548, 267, 339, 319, 418, 587, 301, 271, 506, 520]",32,[]
69,"[2, 33, 260, 325]",4,[]
70,"[2, 33, 260, 325]",4,[]
71,"[3, 224]",1,[]
72,"[0, 898, 259, 205]",4,[]
73,"[0, 898]",1,[]
74,"[0, 898, 259, 205, 237, 436, 542, 37, 523, 109, 464, 795, 707, 972, 654, 272, 118, 32, 783, 849, 213, 139, 548, 267, 339, 319, 418, 587, 301, 271, 506, 520]",32,[]
75,"[2, 33, 260, 325]",4,[]
76,"[2, 33, 260, 325, 246, 473, 729, 387, 908, 126, 764, 414, 165, 332, 1005, 625, 124, 807, 942, 687, 84, 476, 677, 680, 713, 12, 735, 579, 744, 426, 500, 249]",32,[]
77,"[0, 898, 259, 205]",4,[]
78,"[0, 898, 259, 205]",4,[]
