,hosts,number of nodes,switches
0,"[0, 450]",1,[]
1,"[1, 65]",1,[]
2,"[2, 224, 386, 388, 587, 428, 470, 673]",8,[]
3,"[3, 967, 872, 334, 440, 348, 894, 209, 980, 84, 893, 639, 834, 423, 459, 344, 632, 641, 390, 417, 242, 982, 1002, 687, 889, 315, 298, 34, 715, 823, 727, 920]",32,[]
4,"[4, 642, 362, 815, 849, 371, 309]",7,[]
5,"[2, 224]",1,[]
6,"[5, 486, 9, 846, 848]",5,[]
7,"[6, 320]",1,[]
8,[],0,[]
9,"[7, 560]",1,[]
10,"[10, 144, 693, 150, 121, 861, 254, 868, 293, 743, 943]",11,[]
11,"[11, 484, 913, 853, 854, 25, 445, 427, 970, 461, 985, 771, 712, 911, 208, 83, 324, 103, 659, 68, 830, 785, 44, 689, 184, 443, 817, 744, 584, 948, 757, 905]",32,[]
12,"[13, 801, 549, 297, 940, 347, 959, 992, 483, 773, 520]",11,[]
13,"[14, 800, 769, 675, 840, 954, 797, 258, 39, 327, 405, 26, 101, 432, 885, 663, 37, 969, 909, 113, 123, 252, 807, 168]",24,[]
14,"[15, 672]",2,[]
15,"[16, 674, 167, 237, 402, 499, 478, 869, 1009, 979, 31, 808, 622, 211, 534, 832]",16,[]
16,"[18, 867, 71, 24, 275, 372, 760, 994]",8,[]
17,"[21, 193, 388, 874, 463, 89, 58, 615]",8,[]
18,"[23, 128, 713, 457, 600, 314, 575, 105]",8,[]
19,"[18, 867, 71, 24, 275, 372, 760, 994, 66, 386, 538, 764, 416, 165, 937, 502]",16,[]
20,"[18, 867, 71, 24, 275, 372, 760, 994, 66, 386, 538, 764, 416, 165, 233, 260]",16,[]
21,"[27, 321, 707, 33, 841, 523, 175, 945, 343, 604, 990, 299, 782, 559, 688, 311]",16,[]
22,"[18, 867]",1,[]
23,"[15, 672]",2,[]
24,"[14, 800, 769, 675]",4,[]
25,"[15, 672, 292, 8, 653, 151, 356, 546, 169, 1015, 46]",11,[]
26,"[16, 674]",2,[]
27,"[21, 193]",1,[]
28,"[16, 674]",2,[]
29,"[23, 128]",1,[]
30,"[21, 193, 388, 874, 463, 89, 58, 615, 495, 401, 52, 963, 778, 779, 909, 145, 434, 884, 441, 125, 288, 192, 296, 657, 277, 782, 888, 251, 349, 614, 156, 749]",32,[]
31,"[11, 484, 913, 853, 854, 25, 445, 427, 970, 461, 985, 771, 712, 911, 208, 83, 324, 103, 659, 68, 830, 785, 44, 689, 184, 443, 817, 744, 584, 948, 757, 905]",32,[]
32,"[21, 193, 388, 874, 463, 89, 58, 615, 495, 401, 52, 963, 778, 779, 909, 145, 434, 884, 441, 125, 288, 192, 296, 657, 277, 782, 888, 251, 349, 614, 156, 749]",32,[]
33,"[7, 560, 69, 524, 80, 115, 501, 768, 134, 970, 908, 735, 448, 770, 593, 664, 514, 491, 395, 213, 408, 416, 742, 391, 752, 617, 842, 241, 949, 1019, 290, 616, 723, 603, 385, 458, 977, 1016, 984, 1005, 973, 316, 509, 961, 484, 373, 155, 255, 865, 124, 202, 338, 380, 772, 235, 245, 824, 698, 608, 140, 844, 786, 37, 225]",64,[]
34,"[1, 65, 422, 487, 845, 598, 956, 1006, 143, 180, 697, 610, 712, 332, 694, 87, 107, 370, 628, 631, 132, 774, 38, 333, 517, 646, 263, 753, 307, 349, 657, 562, 215, 217, 574, 429, 377, 313, 954, 927, 322, 361, 866, 563, 198, 97, 375, 637, 289, 516, 901, 972, 666, 904, 626, 120, 953, 762, 355, 581, 913, 189, 190, 930]",64,[]
35,"[7, 560, 69, 524, 80, 115, 501, 768, 134, 970, 908, 735, 448, 770, 615, 593, 664, 514, 491, 395, 213, 408, 416, 742, 391, 752, 617, 842, 241, 949, 1019, 290, 616, 723, 603, 385, 458, 977, 1016, 984, 1005, 973, 316, 509, 961, 484, 373, 155, 255, 865, 124, 202, 338, 380, 772, 235, 245, 824, 698, 608, 140, 844, 786, 37]",64,[]
36,"[0, 450]",1,[]
37,"[1, 65]",1,[]
38,"[16, 674]",2,[]
39,[],0,[]
40,"[20, 384]",2,[]
41,"[21, 193]",1,[]
42,"[23, 128]",2,[]
43,"[0, 450]",2,[]
44,"[0, 450]",2,[]
45,"[0, 450]",2,[]
46,"[1, 65]",1,[]
47,"[0, 450, 932, 197]",4,[]
48,"[0, 450]",1,[]
49,"[2, 224]",2,[]
50,"[2, 224]",2,[]
51,"[2, 224]",2,[]
52,"[2, 224]",1,[]
53,"[7, 560, 69, 524]",4,[]
54,"[10, 144, 693, 150, 121, 861, 254, 868]",8,[]
55,"[2, 224]",1,[]
56,"[2, 224, 386, 388, 587, 428, 470, 673, 484, 655, 157, 830, 806, 105, 337, 574]",16,[]
57,"[7, 560, 69, 524, 80, 115, 501, 768, 134, 970, 908, 735, 448, 770, 615, 593, 664, 514, 491, 395, 213, 408, 416, 742, 391, 752, 617, 842, 241, 949, 1019, 290]",32,[]
58,"[10, 144, 693, 150, 121, 861, 254, 868]",8,[]
59,"[10, 144, 693, 150]",4,[]
60,"[10, 144]",2,[]
61,"[2, 224]",1,[]
62,"[7, 560, 69, 524, 80, 115, 501, 768]",8,[]
63,"[2, 224, 386, 388, 587, 428, 470, 673, 484, 655, 157]",11,[]
64,[],0,[]
65,[],0,[]
66,"[6, 320, 385, 134, 265, 400, 566, 611, 588, 143, 883, 116, 768, 192, 488, 49, 438, 1005, 973, 560, 316, 509, 48, 273, 152, 572, 511, 162, 395, 114, 374, 825, 452, 952, 633, 602, 411, 481, 517, 1000, 640, 476, 235, 312, 310, 984, 891, 322, 361, 866, 563, 1010, 916, 469, 473, 924, 256, 706, 137, 268, 764, 458, 977]",63,[]
67,"[10, 144, 693, 150, 121, 861, 254, 868, 293, 743, 943, 318, 944, 492, 1008, 149, 138, 962, 654, 240, 82, 472, 36, 261, 877, 303, 826, 940, 941, 822, 957, 958, 609, 443, 531, 790, 603, 354, 101, 455, 212, 122, 496, 325, 295, 501, 926, 871, 783, 754, 597, 1021, 608, 520, 271, 776, 407, 370, 762, 347, 966, 658, 884]",63,[]
68,[],0,[]
69,"[15, 672, 292, 8, 653, 151, 356, 546, 169, 1015, 46, 247, 359, 818, 214, 215, 132, 426, 379, 324, 237, 974, 391, 775, 113, 914, 516, 806, 975, 283, 350, 704, 934, 615, 553, 955, 770, 68, 165, 550, 596, 202, 716, 119, 734, 643, 548, 681, 76, 446, 838, 586, 684, 879, 67, 127, 551, 919, 1004, 269, 663, 999, 841, 140]",64,[]
70,"[15, 672, 292, 8, 653, 151, 356, 546, 169, 1015, 46, 247, 359, 818, 214, 215]",16,[]
71,"[15, 672]",1,[]
72,"[2, 224, 386, 388, 587, 428, 470, 673, 484, 655, 157, 830, 806, 105, 337, 574]",16,[]
73,"[15, 672, 292, 8, 653, 151, 356, 546, 169, 1015, 46, 247, 359, 818, 214, 215, 132, 426, 379, 324, 237, 974, 391, 775, 113, 914, 516, 975, 283, 350, 704, 934]",32,[]
74,"[20, 384, 976, 32, 208, 918, 827, 780, 47, 912, 442, 229, 168, 372, 759, 960, 263, 238, 375, 683, 913, 757, 532, 418, 420, 266, 719, 892, 38, 304, 788, 343, 607, 995, 804, 106, 156, 510, 100, 903, 619, 732, 421, 104, 714, 525, 414, 993, 870, 401, 57, 797, 644, 742, 1003, 630, 161, 836, 840, 652, 378, 689, 725, 539]",64,[]
75,"[1, 65, 422, 487, 845, 598, 956, 1006, 180, 697, 610, 712, 332, 694, 87, 107, 628, 245, 631, 132, 774, 333, 646, 753, 307, 349, 657, 562, 215, 217, 574, 429, 377, 313, 954, 927, 198, 97, 637, 289, 516, 901, 972, 666, 904, 626, 120, 953, 355, 581, 189, 190, 930, 613, 154, 859, 188, 704, 583, 300, 91, 201, 461, 629, 406, 381, 490, 975, 277, 902, 777, 248, 1023, 37, 844, 749, 735, 620, 721, 698, 795, 580, 561, 8, 360, 696, 133, 425, 60, 30, 191, 931, 424, 170, 78, 199, 717, 831, 933, 518]",100,[]
76,"[0, 450, 932, 197, 211, 763, 413, 67, 552, 886, 873, 393, 221, 703, 934, 679]",16,[]
77,"[2, 224, 386, 388, 587, 428, 470, 673, 484, 655, 157, 830, 806, 105, 337, 963, 778, 779, 909, 21, 205, 575, 477, 799, 76, 878, 305, 922, 99, 420, 590, 482]",32,[]
78,[],0,[]
79,"[0, 450, 932, 197, 211, 763, 413, 67, 552, 886, 873, 393, 221, 703, 934, 679, 968, 1013, 664, 228, 167, 31, 864, 301, 1018, 599, 497, 499, 663, 359, 556, 285, 126, 576, 545, 981, 278, 74, 722, 804, 397, 432, 218, 357, 41, 207, 402, 160, 772, 272, 502, 555, 586, 75, 526, 104, 546, 667, 636, 456, 558, 635, 267, 879]",64,[]
80,"[1, 65, 422, 487, 845, 598, 956, 1006, 180, 697, 610, 712, 332, 694, 87, 107, 628, 245, 631, 132, 774, 38, 333, 646, 263, 753, 307, 349, 657, 562, 215, 217, 574, 429, 377, 313, 954, 927, 198, 97, 375, 637, 289, 516, 901, 972, 666, 904, 626, 120, 953, 355, 581, 913, 189, 190, 930, 613, 154, 859, 188, 704, 583, 300, 91, 201, 461, 629, 406, 381, 840, 490, 975, 277, 902, 777, 248, 1023, 37, 844, 749, 735, 620, 721, 698, 795, 580, 561, 8, 360, 696, 133, 425, 60, 30, 191, 813, 816, 945, 827]",100,[]
81,"[0, 450, 932, 197, 211, 763, 413, 67, 552, 886, 873, 393, 221, 703, 934, 679]",16,[]
82,"[2, 224, 386, 388, 587, 428, 470, 673, 484, 655, 157, 830, 806, 105, 337, 963, 778, 779, 909, 21, 205, 575, 477, 799, 76, 878, 305, 922, 99, 420, 590, 482]",32,[]
83,"[0, 450, 932, 197, 211, 763, 413, 67, 552, 886, 873, 393, 221, 703, 934, 679, 968, 1013, 664, 931, 228, 167, 31, 864, 301, 1018, 599, 497, 499, 663, 359, 556, 285, 126, 576, 545, 981, 278, 74, 722, 804, 397, 432, 218, 357, 41, 207, 402, 160, 772, 272, 502, 555, 586, 75, 526, 104, 546, 667, 636, 456, 558, 635, 267]",64,[]
84,"[1, 65, 422, 487, 845, 598, 956, 1006, 180, 697, 610, 712, 332, 694, 87, 107, 628, 245, 631, 132, 774, 38, 333, 646, 263, 753, 307, 349, 657, 562, 215, 217, 574, 429, 377, 313, 954, 927, 198, 97, 375, 637, 289, 516, 901, 972, 666, 904, 626, 120, 953, 355, 581, 913, 189, 190, 930, 613, 154, 859, 188, 704, 583, 300, 91, 201, 461, 629, 406, 381, 840, 490, 975, 277, 902, 777, 248, 1023, 37, 844, 749, 735, 620, 721, 698, 795, 580, 561, 8, 360, 696, 133, 425, 60, 30, 191, 813, 816, 945, 827]",100,[]
85,"[0, 450, 932, 197, 211, 763, 413, 67, 552, 886, 873, 393, 221, 703, 934, 679]",16,[]
86,"[2, 224, 386, 388, 587, 428, 470, 673, 484, 655, 157, 830, 806, 105, 337, 963]",16,[]
87,"[16, 674, 167, 237, 402, 499, 478, 869, 1009, 83, 979, 31, 808, 622, 534, 959]",16,[]
88,"[23, 128, 713, 457]",4,[]
89,"[25, 817, 744, 11, 584, 948, 757, 491]",8,[]
90,"[27, 321]",1,[]
91,"[40, 485, 231, 42, 175, 275, 1018, 931, 839, 186, 346]",11,[]
92,"[25, 817, 744, 11, 584, 948, 757, 491, 1014, 1017, 504]",11,[]
93,"[2, 224, 386, 388, 587, 428, 470, 673, 484, 655, 157]",11,[]
94,"[0, 450, 932, 197, 211, 763, 413, 67]",8,[]
95,"[1, 65, 422, 487]",4,[]
96,[],0,[]
97,"[3, 967, 872, 334, 440, 348, 894, 209, 980, 84, 893, 639, 834]",13,[]
98,"[3, 967, 872, 334, 440, 348, 894, 209, 980, 84, 893, 639, 834, 423, 459, 344]",16,[]
99,"[4, 642, 362, 815, 849, 371, 309, 898, 934, 551, 650, 202, 618, 47, 784, 791, 476, 972, 471]",19,[]
100,"[3, 967, 872]",3,[]
101,[],0,[]
102,"[3, 967, 872, 334, 440, 348, 894, 209]",8,[]
103,"[4, 642, 362, 815, 849, 371, 309, 898]",8,[]
104,"[3, 967, 872, 334, 440, 348, 894, 209, 980, 84, 893, 639, 834, 423, 459, 344]",16,[]
105,"[3, 967, 872, 334, 440, 348, 894, 209, 980, 84, 893, 639, 834, 423, 459, 344]",16,[]
106,"[3, 967, 872, 334, 440, 348, 894, 209, 980, 84, 893, 639, 834, 423, 459, 344]",16,[]
107,"[4, 642]",1,[]
108,"[0, 450]",1,[]
109,"[3, 967]",1,[]
110,"[6, 320, 385, 134, 265, 400, 566, 611, 588, 143, 883, 116, 768, 192, 488, 49]",16,[]
111,"[8, 132]",1,[]
