,queue jobs,utilization
0,1,0.0
1,0,0.25
2,0,0.375
3,0,0.625
4,121,0.625
5,276,0.6328125
6,351,0.625
7,430,0.6748046875
8,429,0.7509765625
9,489,0.6328125
10,482,0.6953125
11,458,0.71875
12,404,0.654296875
13,502,0.390625
14,501,0.625
15,503,0.5078125
16,554,0.6240234375
17,506,0.6259765625
18,437,0.845703125
19,437,0.501953125
20,419,0.8759765625
21,359,0.8994140625
22,323,0.6884765625
23,339,0.5478515625
24,322,0.6181640625
25,244,0.6416015625
26,232,0.6728515625
27,211,0.6796875
28,159,0.6884765625
29,141,0.6640625
30,106,0.65625
31,77,0.6640625
32,61,0.490234375
33,60,0.1796875
34,47,0.109375
35,34,0.09375
36,34,0.09375
37,34,0.03125
38,36,0.0
39,55,0.0
40,178,0.0
41,215,0.0
42,215,0.0
43,215,0.0
44,215,0.0
45,215,0.0
46,215,0.0
47,215,0.0
48,215,0.0
49,215,0.0
50,214,0.0
51,214,0.0
52,214,0.0
53,214,0.0
54,214,0.0
55,214,0.0
56,214,0.0
57,214,0.0
58,214,0.0
59,214,0.0
60,214,0.0
61,214,0.0
62,214,0.0
63,214,0.0
64,214,0.0
65,213,0.0
66,213,0.0
67,213,0.0
68,213,0.0
69,213,0.0
70,213,0.0
71,213,0.0
72,213,0.0
73,213,0.0
74,213,0.0
75,213,0.0
76,213,0.0
77,213,0.0
78,213,0.0
79,213,0.0
80,211,0.0
81,211,0.0
82,211,0.0
83,211,0.0
84,211,0.0
85,211,0.0
86,211,0.0
87,211,0.0
88,211,0.0
89,211,0.0
90,211,0.0
91,211,0.0
92,211,0.0
93,211,0.0
94,211,0.0
95,202,0.0
96,202,0.0
97,202,0.0
98,202,0.0
99,202,0.0
100,202,0.0
101,202,0.0
102,202,0.0
103,202,0.0
104,202,0.0
105,202,0.0
106,202,0.0
107,202,0.0
108,202,0.0
109,202,0.0
110,200,0.0
111,200,0.0
112,200,0.0
113,200,0.0
114,200,0.0
115,200,0.0
116,200,0.0
117,200,0.0
118,200,0.0
119,200,0.0
120,200,0.0
121,200,0.0
122,200,0.0
123,200,0.0
124,200,0.0
125,198,0.0
126,198,0.0
127,198,0.0
128,198,0.0
