,hosts,number of nodes,switches
0,"[0, 656, 482, 707, 1005, 784, 561, 152, 185, 826, 703, 699, 356, 491, 560, 1017, 184, 345, 443, 351, 768, 646, 105, 396, 718, 814, 88, 313, 469, 262, 590, 207]",32,[]
1,"[3, 773, 648, 764, 300, 47, 979, 852, 855, 988, 574, 965, 425, 79, 53, 441, 123, 348, 62, 319, 32, 874, 496, 1010, 859, 373, 155, 861, 990, 800, 616, 335, 497, 323, 521, 636, 350, 461, 147, 475]",40,[]
2,"[5, 546, 937, 811, 783, 149, 73, 696, 665, 347, 151, 352, 834, 550, 138, 226, 110, 468, 408, 506, 227, 72, 329, 490, 172, 141, 720, 949, 505, 740, 104, 265, 395, 878, 111, 754, 479, 41, 586, 183]",40,[]
3,"[3, 773, 648, 764, 300, 47, 979, 852]",8,[]
4,"[6, 48, 995, 679, 807, 974, 1008, 633]",8,[]
5,"[7, 22, 806, 231, 972, 492, 399, 178]",8,[]
6,"[8, 480, 219, 388, 166, 909, 496, 660]",8,[]
7,"[9, 987, 357, 358, 593, 848, 817, 25]",8,[]
8,"[10, 291, 554, 432, 498, 67, 948, 638]",8,[]
9,"[11, 545, 98, 865, 621, 597, 1010, 1013]",8,[]
10,"[12, 192, 805, 518, 170, 50, 626, 212]",8,[]
11,"[14, 803, 150, 327, 585, 682, 267, 431]",8,[]
12,"[8, 480, 219, 388, 166, 909, 496, 660]",8,[]
13,"[11, 545, 98, 865, 621, 597, 1010, 1013, 887, 923, 63, 620, 617, 812, 334, 564, 823, 24, 860, 704, 96, 742, 391, 663, 985, 154, 221, 134, 552, 297, 331, 725, 278, 983, 40, 44, 628, 156, 477, 894]",40,[]
14,"[5, 546, 937, 811, 783, 149, 73, 696]",8,[]
15,"[17, 672, 196, 550, 108, 107, 652, 400, 788, 213, 311, 481, 966, 423, 340, 1006, 655, 436, 953, 95, 160, 609, 419, 361, 810, 907, 435, 410, 954, 961, 771, 164, 490, 910, 368, 51, 956, 512, 548, 204]",40,[]
16,"[11, 545, 98, 865, 621, 597, 1010, 1013, 887, 923, 63, 620, 617, 812, 334, 564, 823, 24, 860, 704, 96, 742, 391, 663, 985, 154, 221, 134, 552, 297, 586, 331, 725, 278, 983, 40, 44, 628, 156, 477]",40,[]
17,"[5, 546, 937, 811, 783, 149, 73, 696]",8,[]
18,"[8, 480, 219, 388, 166, 909, 496, 660]",8,[]
19,"[11, 545, 98, 865, 621, 597, 1010, 1013, 887, 923, 63, 620, 617, 812, 334, 564, 823, 24, 860, 704, 96, 742, 391, 663, 985, 154, 221, 134, 552, 297, 586, 331, 725, 278, 983, 40, 44, 628, 156, 477]",40,[]
20,"[14, 803, 150, 327, 585, 682, 267, 431, 53, 598, 27, 32, 514, 28, 668, 109, 540, 447, 544, 769, 868, 743, 977, 308, 654, 686, 640, 936, 973, 180, 855, 1016]",32,[]
21,"[8, 480, 219, 388, 166, 909, 496, 660]",8,[]
22,"[11, 545, 98, 865, 621, 597, 1010, 1013]",8,[]
