,hosts,number of nodes,switches
0,"[0, 387, 557, 977, 856, 762, 509, 32, 808, 941, 502, 351, 774, 263, 598, 605, 30, 337, 683, 561, 534, 664, 837, 593, 882, 539, 668, 866, 454, 334, 87, 890]",32,[]
1,"[2, 934, 134, 970, 719, 345, 635, 579, 40, 845, 248, 442, 421, 456, 202, 757, 932, 412, 36, 1020, 927, 450, 581, 459, 366, 146, 386, 963, 711, 1005, 444, 192, 237, 14, 500, 56, 291, 489, 945, 88]",40,[]
2,"[4, 806, 572, 395, 696, 188, 541, 903, 71, 464, 1012, 277, 994, 836, 618, 15, 284, 778, 589, 80, 533, 669, 229, 139, 281, 316, 526, 950, 888, 894, 940, 206, 378, 28, 119, 16, 243, 535, 924, 545]",40,[]
3,"[2, 934, 134, 970, 719, 345, 635, 579]",8,[]
4,"[5, 130, 964, 421, 138, 920, 586, 268]",8,[]
5,"[7, 744, 460, 758, 55, 409, 634, 449]",8,[]
6,"[8, 322, 169, 11, 396, 83, 692, 801]",8,[]
7,"[9, 352, 549, 682, 720, 726, 159, 738]",8,[]
8,"[10, 394, 939, 76, 335, 346, 637, 928]",8,[]
9,"[12, 513, 132, 38, 103, 554, 604, 133]",8,[]
10,"[13, 233, 74, 44, 239, 823, 473, 353]",8,[]
11,"[17, 98, 648, 189, 85, 157, 991, 75]",8,[]
12,"[8, 322, 169, 11, 396, 83, 692, 801]",8,[]
13,"[4, 806, 572, 395, 696, 188, 541, 903, 71, 464, 1012, 277, 994, 836, 618, 15, 284, 778, 589, 80, 533, 669, 229, 139, 281, 316, 711, 526, 950, 888, 894, 940, 206, 378, 28, 119, 16, 243, 535, 924]",40,[]
14,"[4, 806, 572, 395, 696, 188, 541, 903]",8,[]
15,"[6, 424, 140, 378, 636, 826, 447, 967, 680, 339, 20, 65, 485, 813, 244, 249, 904, 669, 850, 219, 384, 992, 482, 624, 287, 194, 356, 994, 493, 947, 776, 361, 560, 980, 1012, 288, 422, 649, 148, 1004]",40,[]
16,"[12, 513, 132, 38, 103, 554, 604, 133, 714, 815, 751, 97, 713, 877, 368, 855, 489, 174, 178, 1011, 957, 898, 501, 729, 446, 37, 789, 342, 410, 259, 264, 372, 216, 167, 566, 506, 860, 382, 870, 39]",40,[]
17,"[4, 806, 572, 395, 696, 188, 541, 903]",8,[]
18,"[6, 424, 140, 378, 636, 826, 447, 967]",8,[]
