,queue jobs,utilization
0,1,0.1591796875
1,0,0.9990234375
2,0,0.037109375
3,0,0.0703125
4,0,0.13671875
5,0,0.13671875
6,0,0.13671875
7,0,0.13671875
8,0,0.306640625
9,0,0.40234375
10,0,0.21484375
11,0,0.1484375
12,0,0.1484375
13,0,0.1484375
14,0,0.1484375
15,0,0.1484375
16,0,0.1484375
17,0,0.1572265625
18,0,0.1572265625
19,0,0.1572265625
20,0,0.1572265625
21,0,0.1572265625
22,0,0.1572265625
23,0,0.1572265625
24,0,0.1572265625
25,0,0.1650390625
26,0,0.1025390625
27,0,0.1025390625
28,0,0.1025390625
29,0,0.1025390625
30,0,0.1025390625
31,0,0.1025390625
32,0,0.1025390625
33,1,0.35546875
34,0,0.8681640625
35,7,0.9931640625
36,21,0.9931640625
37,29,0.9931640625
38,15,0.7197265625
39,9,0.9404296875
40,1,0.818359375
41,1,0.7392578125
42,21,0.7236328125
43,66,0.9609375
44,72,0.9912109375
45,103,0.560546875
46,91,0.8759765625
47,52,0.943359375
48,26,0.7470703125
49,24,0.98828125
50,55,0.98828125
51,156,0.99609375
52,174,0.9541015625
53,121,0.9462890625
54,118,0.701171875
55,116,0.9931640625
56,122,0.8212890625
57,50,0.837890625
58,24,0.90234375
59,14,0.8671875
60,32,0.8046875
61,56,0.966796875
62,37,0.9755859375
63,23,0.4208984375
64,12,0.9755859375
65,0,0.640625
66,0,0.640625
67,0,0.640625
68,0,0.4697265625
69,29,0.8916015625
70,39,0.935546875
71,16,0.9892578125
72,16,0.9892578125
73,15,0.8955078125
74,9,0.974609375
75,7,0.896484375
76,5,0.896484375
77,7,0.8876953125
78,20,0.9765625
79,17,0.9736328125
80,16,0.9970703125
81,16,0.9970703125
82,16,0.9970703125
83,16,0.8720703125
84,15,0.9619140625
85,13,0.9873046875
86,18,0.9013671875
87,17,0.9990234375
88,18,0.869140625
89,7,0.8603515625
90,6,0.9541015625
91,13,0.9501953125
92,11,0.9404296875
93,10,0.8154296875
94,14,0.9716796875
95,28,0.9560546875
96,128,1.0
97,213,0.9921875
98,47,0.994140625
99,49,0.978515625
100,54,0.9716796875
101,47,0.8642578125
102,44,0.9658203125
103,32,0.9853515625
104,32,0.990234375
105,27,0.8984375
106,52,0.921875
107,58,0.9921875
108,68,0.9384765625
109,53,0.9775390625
110,49,0.962890625
111,44,0.8740234375
112,148,0.9677734375
113,78,1.0
114,103,0.921875
115,90,0.9990234375
116,84,0.9072265625
117,39,0.7275390625
118,15,0.9111328125
119,15,0.9111328125
120,15,0.9033203125
121,28,0.9697265625
122,26,0.9951171875
123,32,0.9443359375
124,24,0.90234375
125,22,0.9677734375
126,21,0.865234375
127,20,0.8896484375
128,17,0.9638671875
129,16,0.8623046875
130,33,0.986328125
131,134,1.0
132,161,0.97265625
133,54,0.990234375
134,63,0.94921875
135,65,0.9892578125
136,63,0.9267578125
137,58,0.9892578125
138,67,0.92578125
139,76,0.9638671875
140,53,0.9873046875
141,54,0.65625
142,61,0.830078125
143,65,0.9814453125
144,57,0.95703125
145,33,0.9287109375
146,31,0.8349609375
147,25,0.9365234375
148,26,0.7099609375
149,36,0.8544921875
150,34,0.935546875
151,30,0.9970703125
152,33,0.5302734375
153,31,0.888671875
154,28,0.865234375
155,26,0.900390625
156,22,0.6845703125
157,39,0.9169921875
158,18,0.9580078125
159,17,0.8408203125
160,15,0.923828125
161,14,0.884765625
162,14,0.884765625
163,13,0.837890625
164,8,0.837890625
165,8,0.814453125
166,6,0.9580078125
167,6,0.9580078125
168,6,0.7001953125
169,4,0.8955078125
170,3,0.908203125
171,3,0.908203125
172,3,0.908203125
173,3,0.908203125
174,3,0.908203125
175,1,0.8955078125
176,1,0.7490234375
177,1,0.578125
178,1,0.578125
179,1,0.578125
180,1,0.578125
181,0,0.0
