,hosts,number of nodes,switches
0,"[0, 864]",1,[]
1,"[1, 419]",1,[]
2,"[2, 834, 867, 936, 43, 653, 995, 983]",8,[]
3,"[3, 195, 68, 550, 486, 359, 777, 395, 270, 629, 277, 615, 72, 73, 751, 946, 730, 699, 154, 255, 288, 388, 970, 558, 893, 739, 430, 586, 842, 303, 17, 468]",32,[]
4,"[4, 160, 866, 187, 423, 457, 162]",7,[]
5,"[2, 834]",1,[]
6,"[5, 961, 418, 840, 565]",5,[]
7,"[7, 609]",1,[]
8,[],0,[]
9,"[9, 644]",1,[]
10,"[10, 674, 964, 646, 902, 284, 459, 742, 6, 379, 124]",11,[]
11,"[11, 66, 710, 682, 619, 300, 945, 278, 314, 414, 927, 672, 417, 482, 648, 365, 304, 337, 469, 602, 34, 811, 484, 398, 239, 561, 87, 815, 735, 481, 515, 261]",32,[]
12,"[13, 224, 425, 294, 137, 683, 910, 759, 184, 233, 701]",11,[]
13,"[14, 704, 97, 679, 999, 754, 625, 882, 630, 24, 285, 513, 39, 167, 117, 536, 441, 763, 446, 63, 608, 838, 785, 595]",24,[]
14,"[16, 706]",2,[]
15,"[18, 738, 387, 37, 397, 526, 143, 723, 691, 471, 440, 198, 872, 202, 403, 307]",16,[]
16,"[22, 905, 779, 208, 689, 626, 371, 245]",8,[]
17,"[27, 100, 549, 456, 715, 204, 334, 786]",8,[]
18,"[30, 384, 99, 685, 61, 370, 83, 53]",8,[]
19,"[22, 905, 779, 208, 689, 626, 371, 245, 411, 574, 181, 396, 77, 654, 372, 949]",16,[]
20,"[55, 123, 773, 38, 969, 332, 655, 915, 1019, 92, 286, 576, 103, 904, 328, 375]",16,[]
21,"[22, 905, 779, 208, 689, 626, 371, 245, 411, 574, 181, 396, 77, 654, 372, 949]",16,[]
22,"[22, 905]",1,[]
23,"[27, 100]",2,[]
24,"[14, 704, 97, 679]",4,[]
25,"[16, 706, 99, 453, 198, 240, 222, 921, 1018, 93, 798]",11,[]
26,"[18, 738]",2,[]
27,"[20, 640]",1,[]
28,"[18, 738]",2,[]
29,"[27, 100]",1,[]
30,"[20, 640, 105, 690, 431, 1008, 818, 307, 821, 698, 509, 353, 260, 488, 265, 170, 238, 597, 605, 771, 321, 713, 106, 35, 308, 218, 252, 871, 553, 813, 846, 817]",32,[]
31,"[55, 123, 773, 38, 969, 332, 655, 915, 1019, 92, 286, 576, 103, 904, 328, 375, 603, 316, 797, 352, 203, 942, 531, 890, 572, 191, 865, 202, 171, 588, 595, 729]",32,[]
32,"[20, 640, 105, 690, 431, 1008, 818, 307, 821, 698, 509, 353, 260, 488, 265, 170, 238, 597, 605, 771, 321, 713, 106, 35, 308, 218, 252, 871, 553, 813, 846, 817]",32,[]
