,hosts,number of nodes,switches
0,"[0, 289]",1,[]
1,"[1, 321]",1,[]
2,"[2, 773, 518, 272, 351, 861, 287, 36]",8,[]
3,"[3, 66, 291, 290, 942, 371, 506, 840, 975, 183, 313, 959, 385, 779, 877, 913, 794, 519, 585, 718, 948, 158, 544, 641, 243, 275, 566, 579, 270, 471, 317, 415]",32,[]
4,"[4, 902, 714, 720, 757, 568, 281]",7,[]
5,"[2, 773]",1,[]
6,"[5, 363, 211, 373, 1015]",5,[]
7,"[6, 642]",1,[]
8,[],0,[]
9,"[8, 482]",1,[]
10,"[10, 32, 130, 323, 269, 622, 206, 966, 47, 176, 916]",11,[]
11,"[11, 391, 328, 205, 58, 507, 925, 100, 437, 727, 409, 478, 782, 21, 94, 49, 1012, 152, 57, 863, 163, 233, 285, 939, 955, 446, 255, 99, 407, 489, 791, 988]",32,[]
12,"[16, 227, 740, 847, 115, 341, 151, 486, 943, 217, 894]",11,[]
13,"[19, 576, 257, 433, 958, 505, 414, 705, 109, 793, 26, 350, 288, 483, 102, 651, 829, 128, 33, 644, 440, 801, 962, 784]",24,[]
14,"[23, 993]",2,[]
15,"[24, 771, 292, 325, 978, 85, 1022, 460, 496, 277, 159, 166, 904, 746, 594, 734]",16,[]
16,"[27, 420, 134, 339, 60, 222, 799, 938]",8,[]
17,"[28, 896, 386, 748, 338, 949, 188, 155]",8,[]
18,"[29, 448, 367, 787, 527, 189, 351, 804]",8,[]
19,"[27, 420, 134, 339, 60, 222, 799, 938, 781, 656, 658, 215, 674, 531, 84, 239]",16,[]
20,"[27, 420, 134, 339, 60, 222, 799, 938, 781, 854, 567, 614, 490, 523, 526, 956]",16,[]
21,"[30, 263, 136, 941, 529, 789, 954, 841, 844, 528, 602, 316, 354, 38, 822, 510]",16,[]
22,"[23, 993]",1,[]
23,"[27, 420]",2,[]
24,"[19, 576, 257, 433]",4,[]
25,"[22, 198, 914, 527, 530, 414, 767, 34, 452, 582, 329]",11,[]
26,"[24, 771]",2,[]
27,"[24, 771]",1,[]
28,"[27, 420]",2,[]
29,"[28, 896]",1,[]
30,"[11, 391, 328, 205, 58, 507, 925, 100, 437, 727, 409, 478, 782, 21, 94, 49, 1012, 152, 57, 863, 163, 233, 285, 939, 955, 446, 255, 99, 407, 489, 791, 988]",32,[]
31,"[1, 321, 708, 390, 175, 498, 467, 260, 45, 238, 728, 508, 867, 133, 297, 131, 809, 897, 68, 458, 591, 252, 640, 747, 215, 607, 598, 310, 855, 254, 262, 104]",32,[]
32,"[8, 482, 645, 998, 425, 170, 89, 258, 903, 72, 967, 976, 417, 999, 340, 284, 606, 424, 337, 221, 95, 354, 776, 274, 212, 886, 846, 604, 638, 997, 871, 347]",32,[]
33,"[1, 321, 708, 390, 175, 498, 467, 260, 45, 238, 728, 508, 867, 133, 297, 131, 809, 897, 68, 458, 591, 252, 640, 747, 215, 255, 607, 598, 310, 855, 254, 262, 104, 845, 20, 536, 741, 394, 304, 280, 839, 648, 214, 632, 713, 401, 502, 858, 1020, 620, 496, 986, 156, 362, 25, 504, 1017, 605, 589, 334, 660, 804, 364, 722]",64,[]
34,"[8, 482, 645, 998, 425, 170, 89, 258, 903, 72, 967, 976, 417, 999, 340, 284, 606, 424, 337, 221, 95, 354, 776, 274, 212, 886, 846, 604, 638, 997, 871, 347, 701, 357, 353, 745, 465, 86, 73, 1001, 941, 911, 61, 935, 1012, 477, 678, 162, 87, 1003, 898, 78, 402, 860, 866, 532, 635, 445, 208, 501, 667, 511, 961, 630]",64,[]
35,"[1, 321, 708, 390, 175, 498, 467, 260, 45, 238, 728, 508, 867, 133, 297, 131, 809, 897, 68, 458, 591, 252, 640, 747, 215, 255, 607, 598, 310, 855, 254, 262, 104, 845, 20, 536, 741, 394, 304, 280, 839, 648, 214, 632, 713, 401, 502, 858, 1020, 620, 496, 986, 156, 362, 25, 504, 1017, 605, 589, 334, 660, 804, 364, 722]",64,[]
