,hosts,number of nodes,switches
0,"[0, 290, 167, 10, 13, 815, 496, 884, 170, 445, 799, 160, 768, 324, 508, 658, 576, 924, 285, 927, 96, 704, 552, 205, 985, 791, 377, 571, 62, 966, 489, 235]",32,[]
1,"[1, 834, 547, 101, 262, 203, 702, 505, 895, 830, 709, 66, 356, 551, 712, 759, 716, 783, 23, 731, 800, 454, 166, 39, 938, 657, 120, 766, 639, 992, 583, 171, 466, 689, 338, 916, 244, 894, 643, 870]",40,[]
2,"[2, 673, 452, 260, 74, 567, 14, 278, 983, 153, 862, 288, 680, 393, 44, 78, 85, 105, 763, 734, 418, 999, 329, 1004, 12, 526, 1014, 313, 511, 544, 98, 710, 841, 75, 623, 956, 412, 733, 897, 487]",40,[]
3,"[1, 834, 547, 101, 262, 203, 702, 505]",8,[]
4,"[3, 66, 165, 476, 748, 560, 280, 889]",8,[]
5,"[5, 865, 581, 871, 810, 558, 949, 823]",8,[]
6,"[6, 627, 800, 651, 717, 175, 320, 1011]",8,[]
7,"[7, 838, 614, 327, 968, 684, 590, 695]",8,[]
8,"[8, 482, 965, 70, 586, 141, 397, 880]",8,[]
9,"[9, 374, 351, 297, 656, 370, 275, 406]",8,[]
10,"[11, 321, 119, 45, 463, 286, 631, 247]",8,[]
11,"[19, 960, 97, 419, 197, 461, 404, 727]",8,[]
12,"[6, 627, 800, 651, 717, 175, 320, 1011]",8,[]
13,"[9, 374, 351, 297, 656, 370, 275, 406, 863, 414, 735, 738, 803, 263, 266, 226, 371, 920, 1020, 611, 172, 911, 498, 217, 409, 124, 38, 137, 394, 989, 495, 111, 381, 234, 391, 816, 532, 86, 474, 316]",40,[]
14,"[2, 673, 452, 260, 74, 567, 14, 278]",8,[]
15,"[20, 705, 902, 551, 715, 652, 399, 82, 481, 628, 248, 769, 148, 964, 591, 786, 630, 57, 442, 283, 322, 68, 166, 970, 587, 750, 595, 347, 998, 464, 596, 919, 858, 700, 29, 613, 807, 456, 746, 432]",40,[]
16,"[9, 374, 351, 297, 656, 370, 275, 406, 863, 414, 735, 738, 803, 263, 266, 226, 371, 920, 1020, 611, 172, 911, 498, 217, 409, 763, 124, 38, 137, 394, 989, 495, 313, 111, 381, 234, 391, 816, 532, 86]",40,[]
17,"[2, 673, 452, 260, 74, 567, 14, 278]",8,[]
18,"[6, 627, 800, 651, 717, 175, 320, 1011]",8,[]
19,"[9, 374, 351, 297, 656, 370, 275, 406, 863, 414, 735, 738, 803, 263, 266, 226, 371, 920, 1020, 611, 172, 911, 498, 217, 409, 763, 124, 38, 137, 394, 989, 495, 313, 111, 381, 234, 391, 816, 532, 86]",40,[]
20,"[20, 705, 902, 551, 715, 652, 399, 82, 481, 628, 248, 769, 148, 964, 591, 786, 630, 57, 442, 283, 322, 68, 166, 970, 587, 750, 595, 347, 998, 464, 596, 919]",32,[]
21,"[6, 627, 800, 651, 717, 175, 320, 1011]",8,[]
22,"[9, 374, 351, 297, 656, 370, 275, 406]",8,[]
23,"[1, 834, 547, 101, 262, 203, 702, 505, 895, 830, 709, 356, 712, 759, 716, 783, 23, 731, 454, 39, 938, 657, 120, 766, 639, 992, 583, 171, 466, 689]",30,[]
24,"[21, 707, 455, 391, 939, 236, 56, 506, 187, 90, 446, 741, 41, 522, 209, 306, 825, 746, 223, 196, 822, 202, 429, 400, 438, 1017, 575, 194, 487, 585]",30,[]
25,"[24, 417, 420, 805, 776, 847, 584, 850, 441, 69, 991, 104, 76, 138, 909, 726, 31, 928, 931, 649, 876, 401, 87, 677, 384, 263, 718, 16, 408, 470]",30,[]
26,"[25, 774, 678, 300, 432, 1010, 403, 500, 534, 699, 956, 352, 835, 775, 745, 622, 274, 499, 725, 764, 355, 230, 904, 469, 520, 925, 767, 903, 556, 685]",30,[]
27,"[46, 197, 326, 422, 329, 302, 624, 340, 407, 348, 671, 32, 517, 390, 912, 19, 984, 409, 891, 672]",20,[]
28,"[58, 640, 770, 971, 612, 997, 43, 460, 366, 212, 501, 516, 134, 841, 879, 114, 276, 696, 836, 771]",20,[]
29,"[0, 290, 167, 10, 13, 815, 496, 884, 170, 445, 799, 160, 768, 324, 508, 658, 576, 924, 285, 927]",20,[]
30,"[59, 518, 103, 425, 234, 135, 396, 368, 914, 123, 1020, 994, 881, 1002, 1006, 529, 950, 668, 336, 866]",20,[]
31,"[65, 929, 34, 666, 363, 467, 917, 376, 570, 475, 413, 288, 898, 620, 308, 472, 634, 987, 829, 127]",20,[]
32,"[107, 224, 97, 486, 870, 999, 582, 216, 953, 443, 350, 578, 827, 147, 461, 644, 819, 667, 511, 961]",20,[]
33,"[176, 704, 675, 357, 553, 75, 270, 437, 920, 569, 734, 359, 179, 888, 382, 803, 915, 220, 700, 189]",20,[]
34,"[215, 292, 779, 301, 398, 509, 533, 471, 540, 797, 981, 227, 615, 360, 393, 559, 979, 386, 599, 597]",20,[]
35,"[245, 962, 930, 1005, 765, 337, 557, 852, 855, 537, 221, 228, 173, 143, 1019, 213, 814, 367, 592, 782]",20,[]
36,"[304, 67, 806, 296, 169, 682, 18, 335, 338, 948, 312, 35, 266, 619, 760, 761, 381, 4, 349, 571]",20,[]
37,"[543, 512, 740, 846, 431, 271, 911, 182, 568, 27, 317, 900, 231, 840, 943, 52, 55, 414, 737, 521]",20,[]
38,"[554, 387, 519, 873, 490, 743, 878, 303, 48, 99, 222, 513, 433, 434, 883, 757, 636, 479, 642, 299]",20,[]
39,"[610, 33, 323, 421, 40, 809, 655, 1000, 249, 26, 378, 72, 457, 369, 242, 243, 254, 510, 897, 164]",20,[]
40,"[995, 416, 128, 489, 331, 688, 562, 851, 214, 375, 604, 325, 969, 811, 1004, 1009, 598, 473, 98, 974]",20,[]
41,"[63, 549, 140, 174, 945, 821, 536, 857, 122, 157, 646, 625, 105, 988, 191, 361, 237, 15, 692, 565]",20,[]
42,"[108, 198, 392, 844, 459, 524, 495, 975, 892, 239, 418, 804, 742, 115, 100, 186, 379, 545, 226, 647]",20,[]
43,"[109, 133, 456, 906, 333, 944, 820, 869, 670, 287, 265, 908, 269, 643, 190, 985, 126, 480, 136, 875]",20,[]
44,"[176, 704, 675, 357, 553, 75, 270, 437, 920, 569, 734, 359, 179, 888, 382, 803, 915, 220, 700, 189]",20,[]
45,"[215, 292, 779, 301, 398, 509, 533, 471, 540, 797, 981, 227, 615, 360, 393, 559, 979, 386, 599, 597]",20,[]
46,"[65, 929, 34, 666, 363, 467, 917, 376, 570, 475, 413, 288, 898, 620, 308, 472, 634, 987, 829, 127]",20,[]
