,hosts,number of nodes,switches
0,"[0, 3, 836, 43, 173, 591, 491, 2, 589, 599, 188, 415, 608, 687, 691, 85, 863, 449, 397, 120, 825, 60, 199, 405, 948, 885, 511, 76, 557, 655, 276, 252, 768, 940, 367, 787, 254, 812, 278, 983, 218, 156, 520, 938, 790, 26, 827, 900, 684, 336, 410, 477, 802, 660, 153, 95, 514, 898, 886, 61, 37, 776, 137, 529, 923, 302, 46, 151, 154, 67, 741, 115, 250, 1021, 448, 771, 550, 457, 573, 417, 355, 42, 47, 436, 996, 41, 721, 954, 282, 707, 585, 876, 659, 710, 217, 730, 763, 800, 677, 103, 990, 625, 105, 975, 17, 158, 386, 629, 346, 92, 229, 561, 303, 319, 170, 270, 475, 222, 705, 65, 168, 783, 150, 258, 197, 574, 496, 482]",128,[]
1,"[1, 292, 265, 330, 142, 976, 568, 678, 623, 689, 20, 54, 640, 195, 775, 888, 671, 748, 399, 82, 755, 606, 774, 1011, 596, 90, 124, 970, 253, 810, 382, 255, 139, 106, 843, 793, 897, 750, 560, 469, 661, 609, 200, 979, 502, 507, 224, 737, 362, 110, 592, 518, 906, 299, 892, 610, 754, 274, 505, 93, 4, 683, 45, 1013, 536, 643, 551, 180, 728, 901, 404, 245, 503, 829, 235, 501, 729, 668, 360, 816, 508, 925, 704, 772, 327, 949, 527, 208, 818, 409, 202, 428, 528, 633, 833, 328, 525, 148, 761, 871, 1002, 789, 542, 351, 128, 421, 394, 1018, 69, 932, 1001, 815, 632, 950, 406, 692, 822, 666, 450, 132, 584, 458, 25, 262, 232, 211, 468, 732]",128,[]
2,"[0, 3, 836, 43, 173, 591, 491, 2, 589, 599, 188, 415, 608, 687, 691, 85, 863, 449, 397, 120, 825, 60, 199, 405, 948, 885, 511, 76, 557, 655, 276, 252, 768, 940, 367, 787, 254, 812, 278, 983, 218, 156, 520, 938, 790, 26, 827, 900, 684, 336, 410, 477, 802, 660, 153, 95, 514, 898, 886, 61, 37, 776, 137, 529, 923, 302, 46, 151, 154, 67, 741, 115, 250, 1021, 448, 771, 550, 457, 573, 417, 355, 42, 47, 436, 996, 41, 721, 954, 282, 707, 585, 876, 659, 710, 217, 730, 763, 800, 677, 103, 990, 625, 105, 975, 17, 158, 386, 629, 346, 92, 229, 561, 303, 319, 170, 270, 475, 222, 705, 65, 168, 783, 150, 258, 197, 574, 496, 482]",128,[]
3,"[1, 292, 265, 330, 142, 976, 568, 678, 623, 689, 20, 54, 640, 195, 775, 888, 671, 748, 399, 82, 755, 606, 774, 1011, 596, 90, 124, 970, 253, 810, 382, 255, 139, 106, 843, 793, 897, 750, 560, 469, 661, 609, 200, 979, 502, 507, 224, 737, 362, 110, 592, 518, 906, 299, 892, 610, 754, 274, 505, 93, 4, 683, 45, 1013, 536, 643, 551, 180, 728, 901, 404, 245, 503, 829, 235, 501, 729, 668, 360, 816, 508, 925, 704, 772, 327, 949, 527, 208, 818, 409, 202, 428, 528, 633, 833, 328, 525, 148, 761, 871, 1002, 789, 542, 351, 128, 421, 394, 1018, 69, 932, 1001, 815, 632, 950, 406, 692, 822, 666, 450, 132, 584, 458, 25, 262, 232, 211, 468, 732]",128,[]
4,"[0, 3, 836, 43, 173, 591, 491, 2, 589, 599, 188, 415, 608, 687, 691, 85, 863, 449, 397, 120, 825, 60, 199, 405, 948, 885, 511, 76, 557, 655, 276, 252, 768, 940, 367, 787, 254, 812, 278, 983, 218, 156, 520, 938, 790, 26, 827, 900, 684, 336, 410, 477, 802, 660, 153, 95, 514, 898, 886, 61, 37, 776, 137, 529, 923, 302, 46, 151, 154, 67, 741, 115, 250, 1021, 448, 771, 550, 457, 573, 417, 355, 42, 47, 436, 996, 41, 721, 954, 282, 707, 585, 876, 659, 710, 217, 730, 763, 800, 677, 103, 990, 625, 105, 975, 17, 158, 386, 629, 346, 92, 229, 561, 303, 319, 170, 270, 475, 222, 705, 65, 168, 783, 150, 258, 197, 574, 496, 482]",128,[]
5,"[5, 832]",1,[]
6,"[5, 832, 40, 813, 434, 83, 984, 256, 192, 248, 345, 479, 326, 398, 1008, 957, 641, 526, 499, 586, 162, 835, 966, 713, 140, 322, 554, 845, 337, 325, 801, 464]",32,[]
7,"[0, 3]",1,[]
8,"[0, 3]",2,[]
9,"[2, 812]",1,[]
10,"[2, 812]",1,[]
11,"[0, 3]",1,[]
12,"[0, 3, 836, 43, 173, 591, 491, 2, 589, 599, 188, 415, 608, 687, 691, 85, 863, 449, 397, 120, 825, 60, 199, 405, 948, 885, 511, 76, 557, 655, 276, 252]",32,[]
13,"[5, 832]",1,[]
14,"[0, 3, 836, 43, 173, 591, 491, 2, 589, 599, 188, 415, 608, 687, 691, 85, 863, 449, 397, 120, 825, 60, 199, 405, 948, 885, 511, 76, 557, 655, 276, 252]",32,[]
15,"[1, 292, 265, 330, 142, 976, 568, 678, 623, 689, 20, 54, 640, 195, 775, 888, 671, 748, 399, 82, 755, 606, 774, 1011, 596, 90, 124, 970, 253, 810, 382, 255]",32,[]
16,"[0, 3, 836, 43, 173, 591, 491, 2, 589, 599, 188, 415, 608, 687, 691, 85, 863, 449, 397, 120, 825, 60, 199, 405, 948, 885, 511, 76, 557, 655, 276, 252]",32,[]
17,"[0, 3, 836, 43]",4,[]
18,"[1, 292, 265, 330, 142, 976, 568, 678, 623, 689, 20, 54, 640, 195, 775, 888, 671, 748, 399, 82, 755, 606, 774, 1011, 596, 90, 124, 970, 253, 810, 382, 255]",32,[]
19,"[0, 3, 836, 43]",4,[]
20,"[0, 3, 836, 43, 173, 591, 491, 2, 589, 599, 188, 415, 608, 687, 691, 85, 863, 449, 397, 120, 825, 60, 199, 405, 948, 885, 511, 76, 557, 655, 276, 252]",32,[]
21,"[1, 292, 265, 330]",4,[]
22,"[4, 640, 259, 871, 81, 50, 279, 683, 45, 1013, 536, 928, 80, 531, 52, 317]",16,[]
23,"[0, 3]",1,[]
24,"[0, 3, 836, 43, 173, 591, 491, 2, 589, 599, 188, 415, 608, 687, 691, 85, 863, 449, 397, 120, 825, 60, 199, 405, 948, 885, 511, 76, 557, 655, 276, 252]",32,[]
25,"[0, 3, 836, 43, 173, 591, 491, 2, 589, 599, 188, 415, 608, 687, 691, 85, 863, 449, 397, 120, 825, 60, 199, 405, 948, 885, 511, 76, 557, 655, 276, 252]",32,[]
26,"[0, 3]",1,[]
27,"[0, 3, 836, 43]",4,[]
28,"[0, 3, 836, 43, 173, 591, 491, 2, 589, 599, 188, 415, 608, 687, 691, 85]",16,[]
29,"[1, 292]",1,[]
30,"[1, 292, 265, 330]",4,[]
31,"[1, 292]",1,[]
32,"[1, 292, 265, 330]",4,[]
33,"[1, 292, 265, 330, 142, 976, 568, 678, 623, 689, 20, 54, 640, 195, 775, 888, 671, 748, 399, 82, 755, 606, 774, 1011, 596, 90, 124, 970, 253, 810, 382, 255]",32,[]
34,"[4, 259]",1,[]
35,"[5, 832, 40, 813]",4,[]
36,"[1, 292, 265, 330]",4,[]
37,"[1, 292, 265, 330, 142, 976, 568, 678, 623, 689, 20, 54, 640, 195, 775, 888, 671, 748, 399, 82, 755, 606, 774, 1011, 596, 90, 124, 970, 253, 810, 382, 255]",32,[]
38,"[4, 259, 871, 81]",4,[]
39,"[1, 292]",1,[]
40,"[1, 292, 265, 330, 142, 976, 568, 678, 623, 689, 20, 54, 640, 195, 775, 888, 671, 748, 399, 82, 755, 606, 774, 1011, 596, 90, 124, 970, 253, 810, 382, 255]",32,[]
41,"[4, 259]",1,[]
42,"[0, 3, 836, 43]",4,[]
43,"[1, 292]",1,[]
44,"[0, 3, 836, 43, 173, 591, 491, 2, 589, 599, 188, 415, 608, 687, 691, 85, 863, 449, 397, 120, 825, 60, 199, 405, 948, 885, 511, 76, 557, 655, 276, 252]",32,[]
45,"[1, 292, 265, 330]",4,[]
46,"[1, 292, 265, 330, 142, 976, 568, 678, 623, 689, 20, 54, 640, 195, 775, 888, 671, 748, 399, 82, 755, 606, 774, 1011, 596, 90, 124, 970, 253, 810, 382, 255]",32,[]
47,"[0, 3, 836, 43, 173, 591, 491, 2, 589, 599, 188, 415, 608, 687, 691, 85]",16,[]
48,"[4, 259]",1,[]
49,"[5, 832, 40, 813, 434, 83, 984, 256, 192, 248, 345, 479, 326, 398, 1008, 660, 957, 641, 202, 526, 499, 586, 162, 835, 966, 713, 140, 322, 554, 845, 337, 325]",32,[]
