,hosts,number of nodes,switches
0,"[0, 640, 356, 519, 232, 84, 217, 961, 806, 855, 274, 215, 2, 844, 661, 503, 341, 801, 67, 400, 829, 767, 73, 523, 883, 1022, 865, 162, 454, 945, 859, 902]",32,[]
1,"[1, 178, 361, 1005, 464, 818, 309, 748, 626, 816, 82, 255, 906, 939, 593, 628, 279, 130, 163, 711, 298, 817, 586, 111, 81, 55, 62, 97, 775, 884, 577, 1017, 552, 108, 21, 952, 732, 3, 686, 208]",40,[]
2,"[1, 178, 361, 1005, 464, 818, 309, 748, 626, 816, 82, 255, 906, 939, 593, 628, 279, 130, 163, 711, 298, 817, 586, 111, 81, 55, 62, 97, 775, 884, 577, 1017, 552, 108, 21, 952, 732, 3, 686, 208]",40,[]
3,"[4, 450, 807, 98, 1008, 241, 190, 34]",8,[]
4,"[5, 534, 331, 847, 563, 822, 795, 960]",8,[]
5,"[8, 389, 809, 171, 848, 252, 607, 965]",8,[]
6,"[9, 385, 805, 72, 138, 520, 242, 231]",8,[]
7,"[11, 578, 486, 745, 334, 474, 319, 129]",8,[]
8,"[12, 353, 899, 968, 280, 764, 991, 650]",8,[]
9,"[13, 513, 323, 401, 430, 49, 338, 611]",8,[]
10,"[15, 645, 265, 371, 311, 216, 505, 966]",8,[]
11,"[17, 867, 516, 549, 337, 281, 282, 967]",8,[]
12,"[9, 385, 805, 72, 138, 520, 242, 231]",8,[]
13,"[1, 178, 361, 1005, 464, 818, 309, 748, 626, 816, 82, 255, 906, 939, 593, 628, 279, 130, 163, 711, 298, 817, 586, 111, 81, 55, 62, 97, 775, 884, 577, 1017, 552, 108, 21, 952, 732, 3, 686, 208]",40,[]
14,"[13, 513, 323, 401, 430, 49, 338, 611]",8,[]
15,"[18, 65, 616, 876, 122, 1020, 637, 681, 907, 271, 308, 444, 133, 297, 976, 660, 351, 587, 43, 596, 58, 635, 327, 366, 752, 755, 91, 900, 365, 348, 959, 581, 688, 89, 796, 287, 105, 849, 243, 106]",40,[]
16,"[1, 178, 361, 1005, 464, 818, 309, 748, 626, 816, 82, 255, 906, 939, 593, 628, 279, 130, 163, 711, 298, 817, 586, 111, 81, 55, 62, 97, 775, 884, 577, 1017, 552, 108, 21, 952, 732, 3, 686, 208]",40,[]
17,"[1, 178, 361, 1005, 464, 818, 309, 748]",8,[]
18,"[9, 385, 805, 72, 138, 520, 242, 231]",8,[]
