,hosts,number of nodes,switches
0,"[0, 544]",1,[]
1,"[1, 451]",1,[]
2,"[2, 193, 198, 614, 521, 844, 494, 626]",8,[]
3,"[3, 800, 963, 135, 40, 620, 748, 429, 563, 150, 795, 97, 998, 807, 394, 752, 625, 148, 533, 156, 28, 554, 1019, 558, 541, 922, 379, 508, 58, 288, 704, 644]",32,[]
4,"[4, 771, 425, 267, 205, 911, 465]",7,[]
5,"[2, 193]",1,[]
6,"[6, 161, 741, 449, 779]",5,[]
7,"[7, 612]",1,[]
8,[],0,[]
9,"[8, 192]",1,[]
10,"[9, 897, 482, 100, 166, 327, 954, 179, 794, 29, 959]",11,[]
11,"[11, 101, 389, 937, 845, 751, 80, 20, 633, 634, 863, 385, 420, 712, 499, 851, 149, 122, 155, 766, 896, 230, 304, 977, 594, 564, 405, 440, 90, 930, 935, 12]",32,[]
12,"[13, 484, 774, 778, 747, 46, 692, 87, 664, 468, 542]",11,[]
13,"[16, 770, 745, 243, 884, 53, 982, 219, 92, 221, 830, 34, 422, 746, 204, 66, 496, 723, 406, 760, 480, 257, 386, 199]",24,[]
14,"[21, 865]",2,[]
15,"[30, 265, 556, 335, 341, 268, 25, 859, 797, 254, 319, 961, 515, 933, 719, 22]",16,[]
16,"[36, 801, 258, 999, 76, 369, 946, 215]",8,[]
17,"[37, 290, 955, 939, 275, 694, 55, 216]",8,[]
18,"[52, 913, 577, 601, 615, 657, 726, 823]",8,[]
19,"[36, 801, 258, 999, 76, 369, 946, 215, 381, 958, 575, 929, 838, 968, 1001, 914]",16,[]
20,"[54, 39, 490, 942, 398, 245, 310, 249, 635, 636, 885, 867, 391, 847, 145, 211]",16,[]
21,"[36, 801, 258, 999, 76, 369, 946, 215, 381, 958, 575, 929, 838, 968, 1001, 914]",16,[]
22,"[36, 801]",1,[]
23,"[21, 865]",2,[]
24,"[16, 770, 745, 243]",4,[]
25,"[21, 865, 994, 390, 202, 235, 428, 815, 376, 920, 377]",11,[]
26,"[30, 265]",2,[]
27,"[30, 265]",1,[]
28,"[31, 388]",2,[]
29,"[33, 443]",1,[]
30,"[30, 265, 556, 335, 341, 268, 25, 859, 797, 254, 319, 961, 515, 933, 719, 22, 695, 765, 927, 578, 374, 650, 783, 693, 182, 56, 956, 99, 356, 679, 1000, 137]",32,[]
